feedback_id,source,app_name,feedback_text,rating,created_date,language,platform,feedback_length,feedback_word_count,has_question,has_exclamation,is_feature_request,issue_type,primary_issue_type,has_rating,has_feedback_text,review,Category,Sentiment,Priority,theme,pain_point
FDBK00588,Google Play,Grubhub,The order tracking map stopped updating. On my iphone. I could not complete the task without retrying. I hope the next update resolves it.,1.0,2026-05-04,English,iOS,138,24,0,0,0,order_tracking,order_tracking,1,1,The order tracking map stopped updating. On my iphone. I could not complete the task without retrying. I hope the next update resolves it.,Cart/Checkout,Negative,High,Order Tracking,Tracking map not updating on iPhone
FDBK00589,Email,Zomato,I did not receive the order confirmation notification. When using mobile data. I could not complete the task without retrying. I hope the next update resolves it.,,2025-01-15,English,Android,162,27,0,0,0,notifications,notifications,0,1,I did not receive the order confirmation notification. When using mobile data. I could not complete the task without retrying. I hope the next update resolves it.,Cart/Checkout,Negative,Medium,Notifications,Missing notification on mobile data
FDBK00590,Support Ticket,DoorDash,Search results are not relevant to what I type. After reopening the app. I could not complete the task without retrying. I hope the next update resolves it.,5.0,2025-12-09,English,Android,156,28,0,0,0,search,search,1,1,Search results are not relevant to what I type. After reopening the app. I could not complete the task without retrying. I hope the next update resolves it.,Search,Negative,Medium,Search,Inaccurate search results after reopening app
FDBK00591,Google Play,Swiggy,Items disappear from my cart before checkout. During a busy lunch period. I could not complete the task without retrying. I hope the next update resolves it.,2.0,2026-01-28,English,iOS,157,27,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. During a busy lunch period. I could not complete the task without retrying. I hope the next update resolves it.,Cart/Checkout,Negative,High,Cart & Checkout,Cart items disappearing during peak hours
FDBK00592,Social Media,Zomato,Please add dark mode to the app. While using the latest app version. I could not complete the task without retrying. I hope the next update resolves it.,3.0,2026-12-04,English,Web,152,28,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. While using the latest app version. I could not complete the task without retrying. I hope the next update resolves it.,Feature Request,Positive,Low,Feature Request,Dark mode missing
FDBK00593,Survey,Swiggy,I cannot reach a real support agent through the app. When trying to complete checkout. I could not complete the task without retrying. I hope the next update resolves it.,2.0,2026-03-01,English,Android,170,30,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,I cannot reach a real support agent through the app. When trying to complete checkout. I could not complete the task without retrying. I hope the next update resolves it.,Customer Support,Positive,Low,Customer Support,Unable to reach support during checkout
FDBK00594,Google Play,Grubhub,My saved address disappeared after the app update. After returning to the app. I could not complete the task without retrying. I hope the next update resolves it.,5.0,2025-05-15,Telugu,Android,162,28,0,0,0,account,account,1,1,My saved address disappeared after the app update. After returning to the app. I could not complete the task without retrying. I hope the next update resolves it.,General Feedback,Positive,Low,Account Management,Saved address lost after returning to app
FDBK00595,Social Media,Swiggy,The app gave an inaccurate delivery estimate. While ordering from a saved address. I could not complete the task without retrying. I hope the next update resolves it.,5.0,2025-07-05,Hindi,iOS,166,28,0,0,0,account,account,1,1,The app gave an inaccurate delivery estimate. While ordering from a saved address. I could not complete the task without retrying. I hope the next update resolves it.,Cart/Checkout,Positive,Low,Delivery,Inaccurate delivery estimates when using saved addresses
FDBK00596,Google Play,Swiggy,The app is easy to use and checkout is very smooth. When switching between wi-fi and mobile data. I could not complete the task without retrying. I hope the next update resolves it.,5.0,2026-07-02,Tamil,Android,181,33,0,0,0,cart_checkout,cart_checkout,1,1,The app is easy to use and checkout is very smooth. When switching between wi-fi and mobile data. I could not complete the task without retrying. I hope the next update resolves it.,Cart/Checkout,Positive,Low,Connectivity and Stability,"App fails when switching between Wi-Fi and mobile data, requiring retries."
FDBK00597,Survey,Uber Eats,The app crashes whenever I open the orders page. During the evening. I could not complete the task without retrying. I hope the next update resolves it.,3.0,2025-02-19,English,iOS,152,27,0,0,0,app_crash,app_crash,1,1,The app crashes whenever I open the orders page. During the evening. I could not complete the task without retrying. I hope the next update resolves it.,App Crash,Negative,High,App Stability and Performance,App crashes when opening the orders page.
FDBK00598,Social Media,Swiggy,The new interface is confusing and navigation takes too many steps. After placing a second order. I could not complete the task without retrying. I hope the next update resolves it.,2.0,2026-01-05,English,Web,181,31,0,0,0,ui_ux,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. After placing a second order. I could not complete the task without retrying. I hope the next update resolves it.,UI/UX,Negative,High,User Interface and Navigation,Interface is confusing and requires too many steps to navigate.
FDBK00599,Email,Zomato,The app takes too long to load even on a fast connection. When several items are in the cart. I could not complete the task without retrying. I hope the next update resolves it.,4.0,2025-04-14,Hindi,Android,177,34,0,0,0,performance|cart_checkout,performance,1,1,The app takes too long to load even on a fast connection. When several items are in the cart. I could not complete the task without retrying. I hope the next update resolves it.,Performance,Negative,Medium,App Stability and Performance,App has slow loading times despite a fast connection.
FDBK00600,Google Play,Swiggy,I cannot log in after the latest update. While checking a previous order. I could not complete the task without retrying. I hope the next update resolves it.,2.0,2026-06-08,Hindi,Android,157,28,0,0,0,login_auth,login_auth,1,1,I cannot log in after the latest update. While checking a previous order. I could not complete the task without retrying. I hope the next update resolves it.,Login/Auth,Negative,High,Account and Authentication,Unable to log in after the latest update.
FDBK00601,Email,Zomato,Money was deducted but the order was not confirmed. After the latest update. It happened more than once. A smoother experience would help.,,2025-07-24,English,Web,138,23,0,0,0,payment|customer_support,payment,0,1,Money was deducted but the order was not confirmed. After the latest update. It happened more than once. A smoother experience would help.,Payment,Positive,Low,Payment and Orders,Money deducted without order confirmation.
FDBK00602,Email,Uber Eats,The order tracking map stopped updating. On my android phone. It happened more than once. A smoother experience would help.,1.0,2025-10-30,English,Web,123,20,0,0,0,order_tracking|customer_support,order_tracking,1,1,The order tracking map stopped updating. On my android phone. It happened more than once. A smoother experience would help.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map stops updating.
FDBK00603,Google Play,Swiggy,I did not receive the order confirmation notification. On my iphone. It happened more than once. A smoother experience would help.,1.0,2025-05-12,English,Web,130,21,0,0,0,notifications|customer_support,notifications,1,1,I did not receive the order confirmation notification. On my iphone. It happened more than once. A smoother experience would help.,Cart/Checkout,Positive,Low,Notifications,Order confirmation notification not received.
FDBK00604,Email,Swiggy,Search results are not relevant to what I type. When using mobile data. It happened more than once. A smoother experience would help.,,2025-06-02,Tamil,Android,133,23,0,0,0,search|customer_support,search,0,1,Search results are not relevant to what I type. When using mobile data. It happened more than once. A smoother experience would help.,Search,Positive,Low,Search Functionality,Search results are irrelevant to user queries.
FDBK00605,Support Ticket,DoorDash,Items disappear from my cart before checkout. After reopening the app. It happened more than once. A smoother experience would help.,3.0,2025-09-20,Hindi,Android,132,21,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,Items disappear from my cart before checkout. After reopening the app. It happened more than once. A smoother experience would help.,Cart/Checkout,Positive,Low,Cart Management,Items disappear from the cart upon reopening the app.
FDBK00606,Google Play,DoorDash,Please add dark mode to the app. During a busy lunch period. It happened more than once. A smoother experience would help.,,2025-04-13,English,iOS,122,22,0,0,1,feature_request|customer_support,feature_request,0,1,Please add dark mode to the app. During a busy lunch period. It happened more than once. A smoother experience would help.,Customer Support,Positive,Low,Feature Request,Lack of dark mode option.
FDBK00607,Google Play,Swiggy,I cannot reach a real support agent through the app. While using the latest app version. It happened more than once. A smoother experience would help.,1.0,2026-03-13,English,Android,150,26,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. While using the latest app version. It happened more than once. A smoother experience would help.,Customer Support,Positive,Low,Customer Support,Unable to reach a live support agent through the app.
FDBK00608,Email,DoorDash,My saved address disappeared after the app update. When trying to complete checkout. It happened more than once. A smoother experience would help.,3.0,2025-03-12,Tamil,Android,146,23,0,0,0,cart_checkout|customer_support|account,cart_checkout,1,1,My saved address disappeared after the app update. When trying to complete checkout. It happened more than once. A smoother experience would help.,Cart/Checkout,Positive,Low,User Data and Settings,Saved addresses disappeared after an update.
FDBK00609,Google Play,Uber Eats,The app gave an inaccurate delivery estimate. After returning to the app. It happened more than once. A smoother experience would help.,2.0,2026-01-17,Hindi,Web,135,22,0,0,0,customer_support,customer_support,1,1,The app gave an inaccurate delivery estimate. After returning to the app. It happened more than once. A smoother experience would help.,Customer Support,Positive,Low,Delivery and Logistics,Inaccurate delivery estimates provided by the app.
FDBK00610,Survey,Uber Eats,The app is easy to use and checkout is very smooth. While ordering from a saved address. It happened more than once. A smoother experience would help.,5.0,2025-10-06,Tamil,Android,150,27,0,0,0,cart_checkout|customer_support|account,cart_checkout,1,1,The app is easy to use and checkout is very smooth. While ordering from a saved address. It happened more than once. A smoother experience would help.,Cart/Checkout,Positive,Low,Checkout Experience,Repeated friction during checkout when using saved addresses.
FDBK00611,Social Media,Swiggy,The app crashes whenever I open the orders page. When switching between wi-fi and mobile data. It happened more than once. A smoother experience would help.,5.0,2025-04-26,English,Android,156,26,0,0,0,app_crash|customer_support,app_crash,1,1,The app crashes whenever I open the orders page. When switching between wi-fi and mobile data. It happened more than once. A smoother experience would help.,App Crash,Positive,High,App Stability and Performance,App crashes when opening the orders page.
FDBK00612,Email,Uber Eats,The new interface is confusing and navigation takes too many steps. During the evening. It happened more than once. A smoother experience would help.,,2026-03-03,English,Web,149,24,0,0,0,ui_ux|customer_support,ui_ux,0,1,The new interface is confusing and navigation takes too many steps. During the evening. It happened more than once. A smoother experience would help.,UI/UX,Positive,Medium,User Interface and Navigation,Confusing interface and multi-step navigation.
FDBK00613,Social Media,Zomato,The app takes too long to load even on a fast connection. After placing a second order. It happened more than once. A smoother experience would help.,,2026-01-03,Hindi,Web,149,27,0,0,0,performance|customer_support,performance,0,1,The app takes too long to load even on a fast connection. After placing a second order. It happened more than once. A smoother experience would help.,Performance,Positive,Low,App Stability and Performance,Slow app loading times on fast connections.
FDBK00614,Google Play,Swiggy,I cannot log in after the latest update. When several items are in the cart. It happened more than once. A smoother experience would help.,3.0,2025-04-26,English,iOS,138,25,0,0,0,login_auth|cart_checkout|customer_support,login_auth,1,1,I cannot log in after the latest update. When several items are in the cart. It happened more than once. A smoother experience would help.,Login/Auth,Positive,Low,Account and Authentication,Login failure following the latest update.
FDBK00615,Support Ticket,Grubhub,Money was deducted but the order was not confirmed. While checking a previous order. It happened more than once. A smoother experience would help.,5.0,2025-01-13,Telugu,Android,146,24,0,0,0,payment|customer_support,payment,1,1,Money was deducted but the order was not confirmed. While checking a previous order. It happened more than once. A smoother experience would help.,Payment,Positive,Low,Payment and Orders,Payment processed without order confirmation.
FDBK00616,Support Ticket,Uber Eats,The order tracking map stopped updating. After the latest update. This has happened several times today. A smoother experience would help.,3.0,2026-03-20,English,Android,138,21,0,0,0,order_tracking|customer_support,order_tracking,1,1,The order tracking map stopped updating. After the latest update. This has happened several times today. A smoother experience would help.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map fails to update.
FDBK00617,Survey,Uber Eats,I did not receive the order confirmation notification. On my android phone. This has happened several times today. A smoother experience would help.,4.0,2025-12-01,English,Android,148,23,0,0,0,notifications|customer_support,notifications,1,1,I did not receive the order confirmation notification. On my android phone. This has happened several times today. A smoother experience would help.,Cart/Checkout,Positive,Low,Notifications,Missing order confirmation notifications on Android.
FDBK00618,Support Ticket,DoorDash,Search results are not relevant to what I type. On my iphone. This has happened several times today. A smoother experience would help.,2.0,2026-05-19,English,Android,134,23,0,0,0,search|customer_support,search,1,1,Search results are not relevant to what I type. On my iphone. This has happened several times today. A smoother experience would help.,Search,Positive,Low,Search Functionality,Irrelevant search results on iOS.
FDBK00619,App Store,Swiggy,Items disappear from my cart before checkout. When using mobile data. This has happened several times today. A smoother experience would help.,3.0,2026-07-18,Hindi,Web,142,22,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,Items disappear from my cart before checkout. When using mobile data. This has happened several times today. A smoother experience would help.,Cart/Checkout,Positive,Low,Cart Management,Cart items disappearing prior to checkout.
FDBK00620,Survey,Uber Eats,Please add dark mode to the app. After reopening the app. This has happened several times today. A smoother experience would help.,,2026-04-04,English,Android,130,22,0,0,1,feature_request|customer_support,feature_request,0,1,Please add dark mode to the app. After reopening the app. This has happened several times today. A smoother experience would help.,Customer Support,Positive,Low,Feature Request,Dark mode feature is missing.
FDBK00621,Survey,Uber Eats,I cannot reach a real support agent through the app. During a busy lunch period. This has happened several times today. A smoother experience would help.,1.0,2026-05-25,English,Android,153,26,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. During a busy lunch period. This has happened several times today. A smoother experience would help.,Customer Support,Positive,Low,Customer Support,Unable to reach a real support agent through the app
FDBK00622,Email,Zomato,My saved address disappeared after the app update. While using the latest app version. This has happened several times today. A smoother experience would help.,4.0,2025-04-04,Tamil,Web,159,25,0,0,0,customer_support|account,customer_support,1,1,My saved address disappeared after the app update. While using the latest app version. This has happened several times today. A smoother experience would help.,Customer Support,Positive,Low,Account / App Data,Saved address disappeared after app update
FDBK00623,Google Play,Zomato,The app gave an inaccurate delivery estimate. When trying to complete checkout. This has happened several times today. A smoother experience would help.,,2025-12-16,Hindi,iOS,152,23,0,0,0,cart_checkout|customer_support,cart_checkout,0,1,The app gave an inaccurate delivery estimate. When trying to complete checkout. This has happened several times today. A smoother experience would help.,Cart/Checkout,Positive,Low,Delivery / Checkout,Inaccurate delivery estimates during checkout
FDBK00624,Social Media,DoorDash,The app is easy to use and checkout is very smooth. After returning to the app. This has happened several times today. A smoother experience would help.,5.0,2026-07-28,Tamil,Web,152,27,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,The app is easy to use and checkout is very smooth. After returning to the app. This has happened several times today. A smoother experience would help.,Cart/Checkout,Positive,Low,User Experience,None (positive feedback regarding ease of use and checkout)
FDBK00625,Social Media,Zomato,The app crashes whenever I open the orders page. While ordering from a saved address. This has happened several times today. A smoother experience would help.,,2025-04-27,English,iOS,158,26,0,0,0,app_crash|customer_support|account,app_crash,0,1,The app crashes whenever I open the orders page. While ordering from a saved address. This has happened several times today. A smoother experience would help.,App Crash,Positive,High,App Stability / Performance,App crashes when opening the orders page
FDBK00626,Email,DoorDash,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. This has happened several times today. A smoother experience would help.,4.0,2025-12-30,Tamil,Android,186,29,0,0,0,ui_ux|customer_support,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. This has happened several times today. A smoother experience would help.,UI/UX,Positive,Medium,UI / Navigation,Confusing new interface and too many navigation steps
FDBK00627,App Store,Uber Eats,The app takes too long to load even on a fast connection. During the evening. This has happened several times today. A smoother experience would help.,3.0,2025-02-16,English,iOS,150,26,0,0,0,performance|customer_support,performance,1,1,The app takes too long to load even on a fast connection. During the evening. This has happened several times today. A smoother experience would help.,Performance,Positive,Low,App Stability / Performance,Slow loading times despite fast connection
FDBK00628,Survey,Zomato,I cannot log in after the latest update. After placing a second order. This has happened several times today. A smoother experience would help.,1.0,2025-07-20,Hindi,Android,143,24,0,0,0,login_auth|customer_support,login_auth,1,1,I cannot log in after the latest update. After placing a second order. This has happened several times today. A smoother experience would help.,Login/Auth,Positive,Low,Authentication / Login,Unable to log in after the latest update
FDBK00629,Survey,Swiggy,Money was deducted but the order was not confirmed. When several items are in the cart. This has happened several times today. A smoother experience would help.,,2025-12-13,Tamil,Android,160,27,0,0,0,payment|cart_checkout|customer_support,payment,0,1,Money was deducted but the order was not confirmed. When several items are in the cart. This has happened several times today. A smoother experience would help.,Cart/Checkout,Positive,Low,Payments / Transactions,Money deducted but order not confirmed
FDBK00630,Email,Grubhub,The order tracking map stopped updating. While checking a previous order. This has happened several times today. A smoother experience would help.,5.0,2026-04-07,English,Web,146,22,0,0,0,order_tracking|customer_support,order_tracking,1,1,The order tracking map stopped updating. While checking a previous order. This has happened several times today. A smoother experience would help.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map stopped updating
FDBK00631,Survey,Grubhub,I did not receive the order confirmation notification. After the latest update. I had to restart the app to continue. A smoother experience would help.,4.0,2025-01-05,Hindi,Android,151,25,0,0,0,notifications|customer_support,notifications,1,1,I did not receive the order confirmation notification. After the latest update. I had to restart the app to continue. A smoother experience would help.,Cart/Checkout,Positive,Low,Notifications,Did not receive order confirmation notification and required app restart
FDBK00632,Survey,Grubhub,Search results are not relevant to what I type. On my android phone. I had to restart the app to continue. A smoother experience would help.,1.0,2025-06-27,Telugu,iOS,140,26,0,0,0,search|customer_support,search,1,1,Search results are not relevant to what I type. On my android phone. I had to restart the app to continue. A smoother experience would help.,Search,Positive,Low,Search,Irrelevant search results and required app restart
FDBK00633,Email,Zomato,Items disappear from my cart before checkout. On my iphone. I had to restart the app to continue. A smoother experience would help.,3.0,2026-06-01,English,Web,131,23,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,Items disappear from my cart before checkout. On my iphone. I had to restart the app to continue. A smoother experience would help.,Cart/Checkout,Positive,Low,Cart / Checkout,Items disappearing from cart before checkout and required app restart
FDBK00634,App Store,Zomato,Please add dark mode to the app. When using mobile data. I had to restart the app to continue. A smoother experience would help.,3.0,2025-12-18,Hindi,iOS,128,24,0,0,1,feature_request|customer_support,feature_request,1,1,Please add dark mode to the app. When using mobile data. I had to restart the app to continue. A smoother experience would help.,Customer Support,Positive,Low,Feature Request,Lack of dark mode and required app restart
FDBK00635,Social Media,Grubhub,I cannot reach a real support agent through the app. After reopening the app. I had to restart the app to continue. A smoother experience would help.,5.0,2026-07-15,Tamil,Android,149,27,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. After reopening the app. I had to restart the app to continue. A smoother experience would help.,Customer Support,Positive,Low,Customer Support,Unable to reach a real support agent and required app restart
FDBK00636,Social Media,DoorDash,My saved address disappeared after the app update. During a busy lunch period. I had to restart the app to continue. A smoother experience would help.,4.0,2025-07-25,Tamil,iOS,150,26,0,0,0,customer_support|account,customer_support,1,1,My saved address disappeared after the app update. During a busy lunch period. I had to restart the app to continue. A smoother experience would help.,Customer Support,Positive,Low,Account / App Data,Saved address disappeared after update and required app restart
FDBK00637,Email,DoorDash,The app gave an inaccurate delivery estimate. While using the latest app version. I had to restart the app to continue. A smoother experience would help.,4.0,2025-05-16,Tamil,Android,153,26,0,0,0,customer_support,customer_support,1,1,The app gave an inaccurate delivery estimate. While using the latest app version. I had to restart the app to continue. A smoother experience would help.,Customer Support,Positive,Low,Delivery / Checkout,Inaccurate delivery estimate and required app restart
FDBK00638,Email,Uber Eats,The app is easy to use and checkout is very smooth. When trying to complete checkout. I had to restart the app to continue. A smoother experience would help.,5.0,2025-12-27,Tamil,iOS,157,29,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,The app is easy to use and checkout is very smooth. When trying to complete checkout. I had to restart the app to continue. A smoother experience would help.,Cart/Checkout,Positive,Low,User Experience,Required app restart despite positive checkout experience
FDBK00639,Google Play,Swiggy,The app crashes whenever I open the orders page. After returning to the app. I had to restart the app to continue. A smoother experience would help.,4.0,2026-03-09,Hindi,Android,148,27,0,0,0,app_crash|customer_support,app_crash,1,1,The app crashes whenever I open the orders page. After returning to the app. I had to restart the app to continue. A smoother experience would help.,App Crash,Positive,High,App Stability / Performance,App crashes when opening orders page and required app restart
FDBK00640,Support Ticket,Zomato,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. I had to restart the app to continue. A smoother experience would help.,2.0,2025-02-24,English,iOS,176,30,0,0,0,ui_ux|customer_support|account,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. I had to restart the app to continue. A smoother experience would help.,UI/UX,Positive,Medium,UI / Navigation,"Confusing interface, excessive navigation steps, and required app restart"
FDBK00641,Support Ticket,Zomato,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. I had to restart the app to continue. A smoother experience would help.,5.0,2025-05-30,Telugu,Android,175,32,0,0,0,performance|customer_support,performance,1,1,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. I had to restart the app to continue. A smoother experience would help.,Performance,Positive,Low,App Stability / Performance,Slow loading times and required app restart
FDBK00642,Email,Grubhub,I cannot log in after the latest update. During the evening. I had to restart the app to continue. A smoother experience would help.,1.0,2026-01-03,English,Web,132,24,0,0,0,login_auth|customer_support,login_auth,1,1,I cannot log in after the latest update. During the evening. I had to restart the app to continue. A smoother experience would help.,Login/Auth,Positive,Low,Authentication / Login,Unable to log in after update and required app restart
FDBK00643,Social Media,Swiggy,Money was deducted but the order was not confirmed. After placing a second order. I had to restart the app to continue. A smoother experience would help.,5.0,2025-01-09,Hindi,Web,153,27,0,0,0,payment|customer_support,payment,1,1,Money was deducted but the order was not confirmed. After placing a second order. I had to restart the app to continue. A smoother experience would help.,Payment,Positive,Low,Payments / Transactions,Money deducted without order confirmation and required app restart
FDBK00644,Google Play,Swiggy,The order tracking map stopped updating. When several items are in the cart. I had to restart the app to continue. A smoother experience would help.,4.0,2026-03-03,Tamil,iOS,148,26,0,0,0,order_tracking|cart_checkout|customer_support,order_tracking,1,1,The order tracking map stopped updating. When several items are in the cart. I had to restart the app to continue. A smoother experience would help.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map stopped updating and required app restart
FDBK00645,App Store,DoorDash,I did not receive the order confirmation notification. While checking a previous order. I had to restart the app to continue. A smoother experience would help.,,2025-07-27,Telugu,Android,159,26,0,0,0,notifications|customer_support,notifications,0,1,I did not receive the order confirmation notification. While checking a previous order. I had to restart the app to continue. A smoother experience would help.,Cart/Checkout,Positive,Low,Notifications,Missing order confirmation notification and required app restart
FDBK00646,App Store,Swiggy,Search results are not relevant to what I type. After the latest update. I had to try the same action again. A smoother experience would help.,3.0,2025-07-18,English,Android,142,26,0,0,0,search|customer_support,search,1,1,Search results are not relevant to what I type. After the latest update. I had to try the same action again. A smoother experience would help.,Search,Positive,Low,Search,Irrelevant search results after the latest update
FDBK00647,Google Play,Uber Eats,Items disappear from my cart before checkout. On my android phone. I had to try the same action again. A smoother experience would help.,3.0,2026-06-11,English,iOS,136,24,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,Items disappear from my cart before checkout. On my android phone. I had to try the same action again. A smoother experience would help.,Cart/Checkout,Positive,Low,Cart,Items disappearing from cart on Android
FDBK00648,Support Ticket,Swiggy,Please add dark mode to the app. On my iphone. I had to try the same action again. A smoother experience would help.,4.0,2025-05-14,English,Web,116,23,0,0,1,feature_request|customer_support,feature_request,1,1,Please add dark mode to the app. On my iphone. I had to try the same action again. A smoother experience would help.,Customer Support,Positive,Low,Feature Request,Lack of dark mode on iPhone
FDBK00649,Support Ticket,Grubhub,I cannot reach a real support agent through the app. When using mobile data. I had to try the same action again. A smoother experience would help.,2.0,2025-06-08,English,iOS,146,27,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. When using mobile data. I had to try the same action again. A smoother experience would help.,Customer Support,Positive,Low,Customer Support,Unable to reach a live support agent on mobile data
FDBK00650,Social Media,DoorDash,My saved address disappeared after the app update. After reopening the app. I had to try the same action again. A smoother experience would help.,1.0,2026-05-18,Telugu,Android,145,25,0,0,0,customer_support|account,customer_support,1,1,My saved address disappeared after the app update. After reopening the app. I had to try the same action again. A smoother experience would help.,Customer Support,Positive,Low,Account / Data,Saved addresses disappearing after app update
FDBK00651,Email,Zomato,The app gave an inaccurate delivery estimate. During a busy lunch period. I had to try the same action again. A smoother experience would help.,,2025-07-08,Hindi,Web,143,25,0,0,0,customer_support,customer_support,0,1,The app gave an inaccurate delivery estimate. During a busy lunch period. I had to try the same action again. A smoother experience would help.,Customer Support,Positive,Low,Delivery,Inaccurate delivery estimates during peak hours
FDBK00652,App Store,DoorDash,The app is easy to use and checkout is very smooth. While using the latest app version. I had to try the same action again. A smoother experience would help.,4.0,2025-05-04,English,iOS,157,30,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,The app is easy to use and checkout is very smooth. While using the latest app version. I had to try the same action again. A smoother experience would help.,Cart/Checkout,Positive,Low,User Experience,None (positive feedback)
FDBK00653,Email,Grubhub,The app crashes whenever I open the orders page. When trying to complete checkout. I had to try the same action again. A smoother experience would help.,,2025-10-28,Hindi,Android,152,27,0,0,0,app_crash|cart_checkout|customer_support,app_crash,0,1,The app crashes whenever I open the orders page. When trying to complete checkout. I had to try the same action again. A smoother experience would help.,App Crash,Positive,High,App Stability,App crashes when opening the orders page
FDBK00654,App Store,Grubhub,The new interface is confusing and navigation takes too many steps. After returning to the app. I had to try the same action again. A smoother experience would help.,3.0,2025-04-28,Telugu,Android,165,29,0,0,0,ui_ux|customer_support,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. After returning to the app. I had to try the same action again. A smoother experience would help.,UI/UX,Positive,Medium,UI/UX,Confusing interface and too many navigation steps
FDBK00655,Google Play,Uber Eats,The app takes too long to load even on a fast connection. While ordering from a saved address. I had to try the same action again. A smoother experience would help.,3.0,2025-10-02,English,iOS,164,31,0,0,0,performance|customer_support|account,performance,1,1,The app takes too long to load even on a fast connection. While ordering from a saved address. I had to try the same action again. A smoother experience would help.,Performance,Positive,Low,Performance,Slow app load times despite fast connection
FDBK00656,Email,Uber Eats,I cannot log in after the latest update. When switching between wi-fi and mobile data. I had to try the same action again. A smoother experience would help.,4.0,2025-01-26,Hindi,Android,156,28,0,0,0,login_auth|customer_support,login_auth,1,1,I cannot log in after the latest update. When switching between wi-fi and mobile data. I had to try the same action again. A smoother experience would help.,Login/Auth,Positive,Low,Authentication,Login failure after the latest update
FDBK00657,Email,Swiggy,Money was deducted but the order was not confirmed. During the evening. I had to try the same action again. A smoother experience would help.,2.0,2025-10-31,English,Android,141,25,0,0,0,payment|customer_support,payment,1,1,Money was deducted but the order was not confirmed. During the evening. I had to try the same action again. A smoother experience would help.,Payment,Positive,Low,Payments / Checkout,Money deducted without order confirmation
FDBK00658,Google Play,Zomato,The order tracking map stopped updating. After placing a second order. I had to try the same action again. A smoother experience would help.,5.0,2026-07-05,Tamil,Android,140,24,0,0,0,order_tracking|customer_support,order_tracking,1,1,The order tracking map stopped updating. After placing a second order. I had to try the same action again. A smoother experience would help.,Cart/Checkout,Positive,Low,Delivery,Order tracking map freezes/stops updating
FDBK00659,Email,Uber Eats,I did not receive the order confirmation notification. When several items are in the cart. I had to try the same action again. A smoother experience would help.,2.0,2026-03-11,Tamil,Android,160,28,0,0,0,notifications|cart_checkout|customer_support,notifications,1,1,I did not receive the order confirmation notification. When several items are in the cart. I had to try the same action again. A smoother experience would help.,Cart/Checkout,Positive,Low,Notifications,Missing order confirmation notification
FDBK00660,Social Media,DoorDash,Search results are not relevant to what I type. While checking a previous order. I had to try the same action again. A smoother experience would help.,3.0,2025-06-07,English,Android,150,27,0,0,0,search|customer_support,search,1,1,Search results are not relevant to what I type. While checking a previous order. I had to try the same action again. A smoother experience would help.,Search,Positive,Low,Search,Irrelevant search results
FDBK00661,Support Ticket,Grubhub,Items disappear from my cart before checkout. After the latest update. The problem made the order process difficult. A smoother experience would help.,2.0,2025-03-17,English,Android,150,23,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,Items disappear from my cart before checkout. After the latest update. The problem made the order process difficult. A smoother experience would help.,Cart/Checkout,Negative,High,Cart,Items disappearing from cart after update
FDBK00662,Survey,Uber Eats,Please add dark mode to the app. On my android phone. The problem made the order process difficult. A smoother experience would help.,3.0,2025-09-22,Hindi,iOS,133,23,0,0,1,feature_request|customer_support,feature_request,1,1,Please add dark mode to the app. On my android phone. The problem made the order process difficult. A smoother experience would help.,Cart/Checkout,Negative,Medium,Feature Request,Lack of dark mode on Android
FDBK00663,Google Play,Grubhub,I cannot reach a real support agent through the app. On my iphone. The problem made the order process difficult. A smoother experience would help.,5.0,2025-01-18,English,Android,146,25,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. On my iphone. The problem made the order process difficult. A smoother experience would help.,Customer Support,Positive,Medium,Customer Support,Unable to contact live support on iPhone
