feedback_id,source,app_name,feedback_text,rating,created_date,language,platform
FDBK00624,Social Media,DoorDash,The app is easy to use and checkout is very smooth. After returning to the app. This has happened several times today. A smoother experience would help.,5.0,"Jul 28, 2026",Tamil,Web
FDBK00625,Social Media,Zomato,The app crashes whenever I open the orders page. While ordering from a saved address. This has happened several times today. A smoother experience would help.,,2025-04-27,English,iOS
FDBK00626,Email,DoorDash,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. This has happened several times today. A smoother experience would help.,4.0,30-12-2025,Tamil,Android
FDBK00627,App Store,Uber Eats,The app takes too long to load even on a fast connection. During the evening. This has happened several times today. A smoother experience would help.,3.0,16/02/2025,English,iOS
FDBK00628,Survey,Zomato,I cannot log in after the latest update. After placing a second order. This has happened several times today. A smoother experience would help.,1.0,20/07/2025,Hindi,Android
FDBK00629,Survey,Swiggy,Money was deducted but the order was not confirmed. When several items are in the cart. This has happened several times today. A smoother experience would help.,,2025-12-13,Tamil,Android
FDBK00630,Email,Grubhub,The order tracking map stopped updating. While checking a previous order. This has happened several times today. A smoother experience would help.,5.0,"Apr 07, 2026",English,Web
FDBK00631,Survey,Grubhub,I did not receive the order confirmation notification. After the latest update. I had to restart the app to continue. A smoother experience would help.,4.0,2025-01-05,Hindi,Android
FDBK00632,Survey,Grubhub,Search results are not relevant to what I type. On my android phone. I had to restart the app to continue. A smoother experience would help.,1.0,27/06/2025,Telugu,iOS
FDBK00633,Email,Zomato,Items disappear from my cart before checkout. On my iphone. I had to restart the app to continue. A smoother experience would help.,3.0,"Jun 01, 2026",English,Web
FDBK00634,App Store,Zomato,Please add dark mode to the app. When using mobile data. I had to restart the app to continue. A smoother experience would help.,3.0,18-12-2025,Hindi,iOS
FDBK00635,Social Media,Grubhub,I cannot reach a real support agent through the app. After reopening the app. I had to restart the app to continue. A smoother experience would help.,5.0,15-07-2026,Tamil,Android
FDBK00636,Social Media,DoorDash,My saved address disappeared after the app update. During a busy lunch period. I had to restart the app to continue. A smoother experience would help.,4.0,25/07/2025,Tamil,iOS
FDBK00637,Email,DoorDash,The app gave an inaccurate delivery estimate. While using the latest app version. I had to restart the app to continue. A smoother experience would help.,4.0,16/05/2025,Tamil,Android
FDBK00638,Email,Uber Eats,The app is easy to use and checkout is very smooth. When trying to complete checkout. I had to restart the app to continue. A smoother experience would help.,5.0,"Dec 27, 2025",Tamil,iOS
FDBK00639,Google Play,Swiggy,The app crashes whenever I open the orders page. After returning to the app. I had to restart the app to continue. A smoother experience would help.,4.0,2026-03-09,Hindi,Android
FDBK00640,Support Ticket,Zomato,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. I had to restart the app to continue. A smoother experience would help.,2.0,2025-02-24,English,iOS
FDBK00641,Support Ticket,Zomato,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. I had to restart the app to continue. A smoother experience would help.,5.0,2025-05-30,Telugu,Android
FDBK00642,Email,Grubhub,I cannot log in after the latest update. During the evening. I had to restart the app to continue. A smoother experience would help.,1.0,"Jan 03, 2026",English,Web
FDBK00643,Social Media,Swiggy,Money was deducted but the order was not confirmed. After placing a second order. I had to restart the app to continue. A smoother experience would help.,5.0,01-09-2025,Hindi,Web
FDBK00644,Google Play,Swiggy,The order tracking map stopped updating. When several items are in the cart. I had to restart the app to continue. A smoother experience would help.,4.0,03-03-2026,Tamil,iOS
FDBK00645,App Store,DoorDash,I did not receive the order confirmation notification. While checking a previous order. I had to restart the app to continue. A smoother experience would help.,,"Jul 27, 2025",Telugu,Android
FDBK00646,App Store,Swiggy,Search results are not relevant to what I type. After the latest update. I had to try the same action again. A smoother experience would help.,3.0,18-07-2025,English,Android
FDBK00647,Google Play,Uber Eats,Items disappear from my cart before checkout. On my android phone. I had to try the same action again. A smoother experience would help.,3.0,2026-06-11,English,iOS
FDBK00648,Support Ticket,Swiggy,Please add dark mode to the app. On my iphone. I had to try the same action again. A smoother experience would help.,4.0,14/05/2025,English,Web
FDBK00649,Support Ticket,Grubhub,I cannot reach a real support agent through the app. When using mobile data. I had to try the same action again. A smoother experience would help.,2.0,2025-06-08,English,iOS
FDBK00650,Social Media,DoorDash,My saved address disappeared after the app update. After reopening the app. I had to try the same action again. A smoother experience would help.,1.0,18-05-2026,Telugu,Android
FDBK00651,Email,Zomato,The app gave an inaccurate delivery estimate. During a busy lunch period. I had to try the same action again. A smoother experience would help.,,2025-07-08,Hindi,Web
FDBK00652,App Store,DoorDash,The app is easy to use and checkout is very smooth. While using the latest app version. I had to try the same action again. A smoother experience would help.,4.0,05-04-2025,English,iOS
FDBK00653,Email,Grubhub,The app crashes whenever I open the orders page. When trying to complete checkout. I had to try the same action again. A smoother experience would help.,,28/10/2025,Hindi,Android
FDBK00654,App Store,Grubhub,The new interface is confusing and navigation takes too many steps. After returning to the app. I had to try the same action again. A smoother experience would help.,3.0,28-04-2025,Telugu,Android
FDBK00655,Google Play,Uber Eats,The app takes too long to load even on a fast connection. While ordering from a saved address. I had to try the same action again. A smoother experience would help.,3.0,10-02-2025,English,iOS
FDBK00656,Email,Uber Eats,I cannot log in after the latest update. When switching between wi-fi and mobile data. I had to try the same action again. A smoother experience would help.,4.0,26-01-2025,Hindi,Android
FDBK00657,Email,Swiggy,Money was deducted but the order was not confirmed. During the evening. I had to try the same action again. A smoother experience would help.,2.0,31/10/2025,English,Android
FDBK00658,Google Play,Zomato,The order tracking map stopped updating. After placing a second order. I had to try the same action again. A smoother experience would help.,5.0,2026-07-05,Tamil,Android
FDBK00659,Email,Uber Eats,I did not receive the order confirmation notification. When several items are in the cart. I had to try the same action again. A smoother experience would help.,2.0,2026-03-11,Tamil,Android
FDBK00660,Social Media,DoorDash,Search results are not relevant to what I type. While checking a previous order. I had to try the same action again. A smoother experience would help.,3.0,2025-06-07,English,Android
FDBK00661,Support Ticket,Grubhub,Items disappear from my cart before checkout. After the latest update. The problem made the order process difficult. A smoother experience would help.,2.0,2025-03-17,English,Android
FDBK00662,Survey,Uber Eats,Please add dark mode to the app. On my android phone. The problem made the order process difficult. A smoother experience would help.,3.0,"Sep 22, 2025",Hindi,iOS
FDBK00663,Google Play,Grubhub,I cannot reach a real support agent through the app. On my iphone. The problem made the order process difficult. A smoother experience would help.,5.0,"Jan 18, 2025",English,Android
FDBK00664,Email,Swiggy,My saved address disappeared after the app update. When using mobile data. The problem made the order process difficult. A smoother experience would help.,2.0,2025-02-16,English,iOS
FDBK00665,Survey,Uber Eats,The app gave an inaccurate delivery estimate. After reopening the app. The problem made the order process difficult. A smoother experience would help.,,30-03-2025,Hindi,Android
FDBK00666,App Store,Zomato,The app is easy to use and checkout is very smooth. During a busy lunch period. The problem made the order process difficult. A smoother experience would help.,5.0,01/05/2026,Tamil,Web
FDBK00667,App Store,DoorDash,The app crashes whenever I open the orders page. While using the latest app version. The problem made the order process difficult. A smoother experience would help.,5.0,13-07-2026,Tamil,iOS
FDBK00668,Google Play,Swiggy,The new interface is confusing and navigation takes too many steps. When trying to complete checkout. The problem made the order process difficult. A smoother experience would help.,1.0,12/01/2025,Telugu,Web
FDBK00669,App Store,DoorDash,The app takes too long to load even on a fast connection. After returning to the app. The problem made the order process difficult. A smoother experience would help.,2.0,2026-07-05,English,Web
FDBK00670,App Store,Zomato,I cannot log in after the latest update. While ordering from a saved address. The problem made the order process difficult. A smoother experience would help.,2.0,09/06/2026,Telugu,iOS
FDBK00671,Social Media,Grubhub,Money was deducted but the order was not confirmed. When switching between wi-fi and mobile data. The problem made the order process difficult. A smoother experience would help.,2.0,2025-07-18,English,Web
FDBK00672,Social Media,Swiggy,The order tracking map stopped updating. During the evening. The problem made the order process difficult. A smoother experience would help.,2.0,2026-07-17,English,Android
FDBK00673,Support Ticket,Zomato,I did not receive the order confirmation notification. After placing a second order. The problem made the order process difficult. A smoother experience would help.,2.0,"Jul 22, 2025",Tamil,Android
FDBK00674,Google Play,Zomato,Search results are not relevant to what I type. When several items are in the cart. The problem made the order process difficult. A smoother experience would help.,4.0,13-04-2025,English,Web
FDBK00675,Social Media,DoorDash,Items disappear from my cart before checkout. While checking a previous order. The problem made the order process difficult. A smoother experience would help.,4.0,07-04-2026,Tamil,Android
FDBK00676,Support Ticket,Uber Eats,Please add dark mode to the app. After the latest update. The issue is still happening. A smoother experience would help.,,03-08-2026,English,Android
FDBK00677,App Store,Uber Eats,I cannot reach a real support agent through the app. On my android phone. The issue is still happening. A smoother experience would help.,,17/11/2025,English,iOS
FDBK00678,Survey,Uber Eats,My saved address disappeared after the app update. On my iphone. The issue is still happening. A smoother experience would help.,3.0,18-05-2025,English,iOS
FDBK00679,Social Media,Grubhub,The app gave an inaccurate delivery estimate. When using mobile data. The issue is still happening. A smoother experience would help.,2.0,2026-05-14,English,iOS
FDBK00680,Social Media,Swiggy,The app is easy to use and checkout is very smooth. After reopening the app. The issue is still happening. A smoother experience would help.,5.0,24/05/2025,Tamil,Android
FDBK00681,Email,Grubhub,The app crashes whenever I open the orders page. During a busy lunch period. The issue is still happening. A smoother experience would help.,,2025-01-20,Hindi,Android
FDBK00682,Email,Uber Eats,The new interface is confusing and navigation takes too many steps. While using the latest app version. The issue is still happening. A smoother experience would help.,4.0,07-02-2025,Tamil,Android
FDBK00683,Email,DoorDash,The app takes too long to load even on a fast connection. When trying to complete checkout. The issue is still happening. A smoother experience would help.,2.0,"Jan 10, 2026",English,Web
FDBK00684,Support Ticket,Grubhub,I cannot log in after the latest update. After returning to the app. The issue is still happening. A smoother experience would help.,3.0,2026-05-29,English,Android
FDBK00685,App Store,Zomato,Money was deducted but the order was not confirmed. While ordering from a saved address. The issue is still happening. A smoother experience would help.,3.0,19/06/2025,Telugu,Android
FDBK00686,App Store,Uber Eats,The order tracking map stopped updating. When switching between wi-fi and mobile data. The issue is still happening. A smoother experience would help.,1.0,11-05-2026,English,Android
FDBK00687,Google Play,Zomato,I did not receive the order confirmation notification. During the evening. The issue is still happening. A smoother experience would help.,2.0,28-09-2025,Telugu,iOS
FDBK00688,Google Play,Swiggy,Search results are not relevant to what I type. After placing a second order. The issue is still happening. A smoother experience would help.,3.0,"Feb 02, 2026",Tamil,iOS
FDBK00689,Social Media,DoorDash,Items disappear from my cart before checkout. When several items are in the cart. The issue is still happening. A smoother experience would help.,,16-04-2025,Telugu,Android
FDBK00690,Email,Swiggy,Please add dark mode to the app. While checking a previous order. The issue is still happening. A smoother experience would help.,2.0,"Jan 21, 2026",Telugu,iOS
FDBK00691,Survey,DoorDash,I cannot reach a real support agent through the app. After the latest update. This worked correctly before. A smoother experience would help.,4.0,21/01/2026,English,Web
FDBK00692,App Store,Uber Eats,My saved address disappeared after the app update. On my android phone. This worked correctly before. A smoother experience would help.,4.0,2026-05-09,English,Android
FDBK00693,App Store,Zomato,The app gave an inaccurate delivery estimate. On my iphone. This worked correctly before. A smoother experience would help.,2.0,20-03-2025,English,iOS
FDBK00694,Support Ticket,Swiggy,The app is easy to use and checkout is very smooth. When using mobile data. This worked correctly before. A smoother experience would help.,5.0,02/05/2025,Hindi,Web
FDBK00695,App Store,Uber Eats,The app crashes whenever I open the orders page. After reopening the app. This worked correctly before. A smoother experience would help.,4.0,06/05/2026,English,Android
FDBK00696,Email,Zomato,The new interface is confusing and navigation takes too many steps. During a busy lunch period. This worked correctly before. A smoother experience would help.,4.0,14/02/2025,English,Android
FDBK00697,Support Ticket,Zomato,The app takes too long to load even on a fast connection. While using the latest app version. This worked correctly before. A smoother experience would help.,2.0,2025-05-31,Telugu,Web
FDBK00698,Social Media,DoorDash,I cannot log in after the latest update. When trying to complete checkout. This worked correctly before. A smoother experience would help.,5.0,2026-08-01,English,Android
FDBK00699,Survey,Zomato,Money was deducted but the order was not confirmed. After returning to the app. This worked correctly before. A smoother experience would help.,,"Apr 05, 2026",English,Web
FDBK00700,Social Media,Grubhub,The order tracking map stopped updating. While ordering from a saved address. This worked correctly before. A smoother experience would help.,4.0,27/05/2025,English,Android
FDBK00701,Email,Swiggy,I did not receive the order confirmation notification. When switching between wi-fi and mobile data. This worked correctly before. A smoother experience would help.,4.0,"Dec 17, 2025",English,Web
FDBK00702,Google Play,Zomato,Search results are not relevant to what I type. During the evening. This worked correctly before. A smoother experience would help.,1.0,30/01/2026,Telugu,Web
FDBK00703,Survey,Grubhub,Items disappear from my cart before checkout. After placing a second order. This worked correctly before. A smoother experience would help.,2.0,2025-06-03,Telugu,Android
FDBK00704,Survey,Zomato,Please add dark mode to the app. When several items are in the cart. This worked correctly before. A smoother experience would help.,1.0,2026-06-29,Telugu,Android
FDBK00705,Google Play,Grubhub,I cannot reach a real support agent through the app. While checking a previous order. This worked correctly before. A smoother experience would help.,2.0,"Mar 18, 2026",Hindi,Android
FDBK00706,Email,Grubhub,My saved address disappeared after the app update. After the latest update. I expected the app to handle this more smoothly. A smoother experience would help.,2.0,"May 09, 2026",English,Web
FDBK00707,App Store,Swiggy,The app gave an inaccurate delivery estimate. On my android phone. I expected the app to handle this more smoothly. A smoother experience would help.,3.0,18-05-2025,English,Web
FDBK00708,Social Media,Swiggy,The app is easy to use and checkout is very smooth. On my iphone. I expected the app to handle this more smoothly. A smoother experience would help.,4.0,21/09/2025,Telugu,Android
FDBK00709,Social Media,Zomato,The app crashes whenever I open the orders page. When using mobile data. I expected the app to handle this more smoothly. A smoother experience would help.,3.0,2026-06-17,Tamil,iOS
FDBK00710,App Store,Uber Eats,The new interface is confusing and navigation takes too many steps. After reopening the app. I expected the app to handle this more smoothly. A smoother experience would help.,1.0,23-02-2026,Tamil,iOS
FDBK00711,Support Ticket,Grubhub,The app takes too long to load even on a fast connection. During a busy lunch period. I expected the app to handle this more smoothly. A smoother experience would help.,4.0,"Sep 25, 2025",English,Web
FDBK00712,Email,Uber Eats,I cannot log in after the latest update. While using the latest app version. I expected the app to handle this more smoothly. A smoother experience would help.,4.0,"Jul 28, 2025",English,iOS
FDBK00713,Support Ticket,Grubhub,Money was deducted but the order was not confirmed. When trying to complete checkout. I expected the app to handle this more smoothly. A smoother experience would help.,2.0,"Jul 27, 2026",English,Web
FDBK00714,App Store,Uber Eats,The order tracking map stopped updating. After returning to the app. I expected the app to handle this more smoothly. A smoother experience would help.,5.0,2025-05-22,Tamil,Android
FDBK00715,Survey,DoorDash,I did not receive the order confirmation notification. While ordering from a saved address. I expected the app to handle this more smoothly. A smoother experience would help.,4.0,13/04/2025,Telugu,Android
FDBK00716,Google Play,Swiggy,Search results are not relevant to what I type. When switching between wi-fi and mobile data. I expected the app to handle this more smoothly. A smoother experience would help.,5.0,"Jun 14, 2025",English,Web
FDBK00717,Support Ticket,Zomato,Items disappear from my cart before checkout. During the evening. I expected the app to handle this more smoothly. A smoother experience would help.,1.0,2026-03-22,English,Android
FDBK00718,Email,Grubhub,Please add dark mode to the app. After placing a second order. I expected the app to handle this more smoothly. A smoother experience would help.,3.0,"Feb 08, 2025",English,Android
FDBK00719,Google Play,Zomato,I cannot reach a real support agent through the app. When several items are in the cart. I expected the app to handle this more smoothly. A smoother experience would help.,3.0,"Jun 29, 2025",Tamil,iOS
FDBK00720,Email,Grubhub,My saved address disappeared after the app update. While checking a previous order. I expected the app to handle this more smoothly. A smoother experience would help.,,2025-07-19,Telugu,Android
FDBK00721,App Store,Swiggy,The app gave an inaccurate delivery estimate. After the latest update. The problem started recently. A smoother experience would help.,2.0,2025-06-23,English,Android
FDBK00722,Social Media,Uber Eats,The app is easy to use and checkout is very smooth. On my android phone. The problem started recently. A smoother experience would help.,5.0,"Oct 10, 2025",Hindi,Android
FDBK00723,Social Media,Swiggy,The app crashes whenever I open the orders page. On my iphone. The problem started recently. A smoother experience would help.,5.0,2026-06-15,English,iOS
FDBK00724,Support Ticket,Zomato,The new interface is confusing and navigation takes too many steps. When using mobile data. The problem started recently. A smoother experience would help.,2.0,27-07-2026,Telugu,Android
FDBK00725,Google Play,DoorDash,The app takes too long to load even on a fast connection. After reopening the app. The problem started recently. A smoother experience would help.,4.0,"Apr 11, 2026",English,Web
FDBK00726,Google Play,Grubhub,I cannot log in after the latest update. During a busy lunch period. The problem started recently. A smoother experience would help.,4.0,2026-06-03,English,iOS
FDBK00727,Email,DoorDash,Money was deducted but the order was not confirmed. While using the latest app version. The problem started recently. A smoother experience would help.,4.0,30-04-2025,Tamil,Web
FDBK00728,App Store,DoorDash,The order tracking map stopped updating. When trying to complete checkout. The problem started recently. A smoother experience would help.,,"Jan 22, 2026",Hindi,Web
FDBK00729,Support Ticket,Swiggy,I did not receive the order confirmation notification. After returning to the app. The problem started recently. A smoother experience would help.,1.0,"Jan 29, 2025",Hindi,Android
FDBK00730,Support Ticket,Grubhub,Search results are not relevant to what I type. While ordering from a saved address. The problem started recently. A smoother experience would help.,3.0,24-08-2025,Telugu,Android
FDBK00731,Google Play,Uber Eats,Items disappear from my cart before checkout. When switching between wi-fi and mobile data. The problem started recently. A smoother experience would help.,2.0,27/09/2025,Tamil,iOS
FDBK00732,Support Ticket,DoorDash,Please add dark mode to the app. During the evening. The problem started recently. A smoother experience would help.,3.0,19/03/2025,English,iOS
FDBK00733,Social Media,Zomato,I cannot reach a real support agent through the app. After placing a second order. The problem started recently. A smoother experience would help.,3.0,07/07/2025,English,Android
FDBK00734,App Store,Zomato,My saved address disappeared after the app update. When several items are in the cart. The problem started recently. A smoother experience would help.,2.0,29/09/2025,Telugu,iOS
FDBK00735,Google Play,Uber Eats,The app gave an inaccurate delivery estimate. While checking a previous order. The problem started recently. A smoother experience would help.,1.0,2025-06-09,Telugu,Android
FDBK00736,Support Ticket,Grubhub,The app is easy to use and checkout is very smooth. After the latest update. I could not complete the task without retrying. A smoother experience would help.,5.0,2026-07-09,English,Web
FDBK00737,Email,DoorDash,The app crashes whenever I open the orders page. On my android phone. I could not complete the task without retrying. A smoother experience would help.,2.0,"Oct 09, 2025",Hindi,Android
FDBK00738,Survey,Uber Eats,The new interface is confusing and navigation takes too many steps. On my iphone. I could not complete the task without retrying. A smoother experience would help.,4.0,2025-05-12,Telugu,Android
FDBK00739,Social Media,Zomato,The app takes too long to load even on a fast connection. When using mobile data. I could not complete the task without retrying. A smoother experience would help.,3.0,30-05-2026,Hindi,Android
FDBK00740,Social Media,Swiggy,I cannot log in after the latest update. After reopening the app. I could not complete the task without retrying. A smoother experience would help.,2.0,"Jun 15, 2026",English,Android
FDBK00741,Support Ticket,Grubhub,Money was deducted but the order was not confirmed. During a busy lunch period. I could not complete the task without retrying. A smoother experience would help.,2.0,2026-01-24,English,Android
FDBK00742,Support Ticket,Uber Eats,The order tracking map stopped updating. While using the latest app version. I could not complete the task without retrying. A smoother experience would help.,2.0,16-07-2026,Telugu,iOS
FDBK00743,Survey,Zomato,I did not receive the order confirmation notification. When trying to complete checkout. I could not complete the task without retrying. A smoother experience would help.,3.0,10/01/2026,Hindi,iOS
FDBK00744,Survey,Zomato,Search results are not relevant to what I type. After returning to the app. I could not complete the task without retrying. A smoother experience would help.,2.0,"Jan 09, 2026",Telugu,Android
FDBK00745,Support Ticket,Zomato,Items disappear from my cart before checkout. While ordering from a saved address. I could not complete the task without retrying. A smoother experience would help.,5.0,2025-08-23,Telugu,Web
FDBK00746,Social Media,Zomato,Please add dark mode to the app. When switching between wi-fi and mobile data. I could not complete the task without retrying. A smoother experience would help.,2.0,26/01/2026,Hindi,Android
FDBK00747,App Store,Grubhub,I cannot reach a real support agent through the app. During the evening. I could not complete the task without retrying. A smoother experience would help.,3.0,"Jun 30, 2025",Telugu,iOS
FDBK00748,Email,Grubhub,My saved address disappeared after the app update. After placing a second order. I could not complete the task without retrying. A smoother experience would help.,2.0,14-05-2026,English,Web
FDBK00749,App Store,DoorDash,The app gave an inaccurate delivery estimate. When several items are in the cart. I could not complete the task without retrying. A smoother experience would help.,1.0,12/04/2025,Hindi,Android
FDBK00750,Support Ticket,DoorDash,The app is easy to use and checkout is very smooth. While checking a previous order. I could not complete the task without retrying. A smoother experience would help.,5.0,06-04-2026,Telugu,iOS
FDBK00751,Google Play,DoorDash,The app crashes whenever I open the orders page. After the latest update. It happened more than once. This should be easier for users.,3.0,2025-12-19,Tamil,Android
FDBK00752,Support Ticket,DoorDash,The new interface is confusing and navigation takes too many steps. On my android phone. It happened more than once. This should be easier for users.,,06/07/2026,English,Web
FDBK00753,Email,DoorDash,The app takes too long to load even on a fast connection. On my iphone. It happened more than once. This should be easier for users.,3.0,2026-04-03,Hindi,Android
FDBK00754,Social Media,Grubhub,I cannot log in after the latest update. When using mobile data. It happened more than once. This should be easier for users.,3.0,21-06-2025,Telugu,Web
FDBK00755,Support Ticket,Zomato,Money was deducted but the order was not confirmed. After reopening the app. It happened more than once. This should be easier for users.,2.0,2025-03-15,English,iOS
FDBK00756,Social Media,Uber Eats,The order tracking map stopped updating. During a busy lunch period. It happened more than once. This should be easier for users.,4.0,26-10-2025,English,Web
FDBK00757,App Store,Zomato,I did not receive the order confirmation notification. While using the latest app version. It happened more than once. This should be easier for users.,3.0,"Jan 07, 2026",English,Android
FDBK00758,Social Media,Swiggy,Search results are not relevant to what I type. When trying to complete checkout. It happened more than once. This should be easier for users.,5.0,29-08-2025,English,Android
FDBK00759,Google Play,Uber Eats,Items disappear from my cart before checkout. After returning to the app. It happened more than once. This should be easier for users.,1.0,2026-02-11,Telugu,Android
FDBK00760,Google Play,Swiggy,Please add dark mode to the app. While ordering from a saved address. It happened more than once. This should be easier for users.,4.0,"Jan 27, 2025",English,Android
FDBK00761,App Store,Zomato,I cannot reach a real support agent through the app. When switching between wi-fi and mobile data. It happened more than once. This should be easier for users.,2.0,"Mar 28, 2025",Tamil,iOS
FDBK00762,Email,Zomato,My saved address disappeared after the app update. During the evening. It happened more than once. This should be easier for users.,2.0,30/03/2026,English,Android
FDBK00763,Survey,Uber Eats,The app gave an inaccurate delivery estimate. After placing a second order. It happened more than once. This should be easier for users.,,01-01-2026,Telugu,iOS
FDBK00764,Social Media,Grubhub,The app is easy to use and checkout is very smooth. When several items are in the cart. It happened more than once. This should be easier for users.,4.0,"Jul 16, 2026",English,Web
FDBK00765,Social Media,Grubhub,The app crashes whenever I open the orders page. While checking a previous order. It happened more than once. This should be easier for users.,4.0,"Aug 01, 2026",English,iOS
FDBK00766,Google Play,Uber Eats,The new interface is confusing and navigation takes too many steps. After the latest update. This has happened several times today. This should be easier for users.,,09/05/2026,English,iOS
FDBK00767,Support Ticket,Swiggy,The app takes too long to load even on a fast connection. On my android phone. This has happened several times today. This should be easier for users.,2.0,27-02-2026,English,Android
FDBK00768,Email,Swiggy,I cannot log in after the latest update. On my iphone. This has happened several times today. This should be easier for users.,3.0,19-12-2025,Tamil,Web
FDBK00769,Survey,DoorDash,Money was deducted but the order was not confirmed. When using mobile data. This has happened several times today. This should be easier for users.,1.0,04-05-2026,Telugu,Android
FDBK00770,Survey,Grubhub,The order tracking map stopped updating. After reopening the app. This has happened several times today. This should be easier for users.,2.0,08-01-2025,Hindi,Web
FDBK00771,Social Media,Uber Eats,I did not receive the order confirmation notification. During a busy lunch period. This has happened several times today. This should be easier for users.,5.0,13/09/2025,Hindi,Android
FDBK00772,Social Media,Zomato,Search results are not relevant to what I type. While using the latest app version. This has happened several times today. This should be easier for users.,3.0,2025-09-27,Telugu,iOS
FDBK00773,App Store,Swiggy,Items disappear from my cart before checkout. When trying to complete checkout. This has happened several times today. This should be easier for users.,3.0,19-10-2025,English,Android
FDBK00774,Survey,Grubhub,Please add dark mode to the app. After returning to the app. This has happened several times today. This should be easier for users.,5.0,2025-10-24,Hindi,iOS
FDBK00775,Google Play,Zomato,I cannot reach a real support agent through the app. While ordering from a saved address. This has happened several times today. This should be easier for users.,2.0,19/05/2026,English,Android
FDBK00776,Support Ticket,Zomato,My saved address disappeared after the app update. When switching between wi-fi and mobile data. This has happened several times today. This should be easier for users.,2.0,2025-07-10,Tamil,Web
FDBK00777,App Store,Swiggy,The app gave an inaccurate delivery estimate. During the evening. This has happened several times today. This should be easier for users.,1.0,09/01/2025,Hindi,Android
FDBK00778,Survey,DoorDash,The app is easy to use and checkout is very smooth. After placing a second order. This has happened several times today. This should be easier for users.,5.0,"Dec 17, 2025",Hindi,Android
FDBK00779,App Store,Swiggy,The app crashes whenever I open the orders page. When several items are in the cart. This has happened several times today. This should be easier for users.,,2025-12-05,English,Web
FDBK00780,App Store,DoorDash,The new interface is confusing and navigation takes too many steps. While checking a previous order. This has happened several times today. This should be easier for users.,2.0,"Mar 15, 2025",Hindi,Android
FDBK00781,Survey,Zomato,The app takes too long to load even on a fast connection. After the latest update. I had to restart the app to continue. This should be easier for users.,3.0,05/05/2025,Tamil,Android
FDBK00782,Google Play,Grubhub,I cannot log in after the latest update. On my android phone. I had to restart the app to continue. This should be easier for users.,5.0,"Jul 23, 2025",Tamil,Android
FDBK00783,Support Ticket,DoorDash,Money was deducted but the order was not confirmed. On my iphone. I had to restart the app to continue. This should be easier for users.,5.0,"Apr 30, 2026",English,Android
FDBK00784,Survey,DoorDash,The order tracking map stopped updating. When using mobile data. I had to restart the app to continue. This should be easier for users.,2.0,2026-07-17,English,iOS
FDBK00785,App Store,Uber Eats,I did not receive the order confirmation notification. After reopening the app. I had to restart the app to continue. This should be easier for users.,1.0,23/02/2025,English,Android
FDBK00786,Google Play,Uber Eats,Search results are not relevant to what I type. During a busy lunch period. I had to restart the app to continue. This should be easier for users.,4.0,21-06-2025,English,Android
FDBK00787,Email,Zomato,Items disappear from my cart before checkout. While using the latest app version. I had to restart the app to continue. This should be easier for users.,5.0,"Feb 13, 2025",English,Android
FDBK00788,Google Play,Grubhub,Please add dark mode to the app. When trying to complete checkout. I had to restart the app to continue. This should be easier for users.,3.0,12/09/2025,English,Android
FDBK00789,App Store,Grubhub,I cannot reach a real support agent through the app. After returning to the app. I had to restart the app to continue. This should be easier for users.,5.0,03-03-2025,English,Android
FDBK00790,Email,DoorDash,My saved address disappeared after the app update. While ordering from a saved address. I had to restart the app to continue. This should be easier for users.,2.0,15/05/2026,Hindi,Android
FDBK00791,Social Media,Zomato,The app gave an inaccurate delivery estimate. When switching between wi-fi and mobile data. I had to restart the app to continue. This should be easier for users.,2.0,"Jan 22, 2025",English,Android
FDBK00792,Support Ticket,Grubhub,The app is easy to use and checkout is very smooth. During the evening. I had to restart the app to continue. This should be easier for users.,5.0,"May 12, 2026",Tamil,Web
FDBK00793,Support Ticket,DoorDash,The app crashes whenever I open the orders page. After placing a second order. I had to restart the app to continue. This should be easier for users.,4.0,14/07/2025,Tamil,Web
FDBK00794,Email,Zomato,The new interface is confusing and navigation takes too many steps. When several items are in the cart. I had to restart the app to continue. This should be easier for users.,1.0,09/10/2025,Hindi,iOS
FDBK00795,Google Play,Grubhub,The app takes too long to load even on a fast connection. While checking a previous order. I had to restart the app to continue. This should be easier for users.,3.0,27-09-2025,Hindi,Android
FDBK00796,Email,Zomato,I cannot log in after the latest update. After the latest update. I had to try the same action again. This should be easier for users.,,20-01-2025,English,Android
FDBK00797,Email,Uber Eats,Money was deducted but the order was not confirmed. On my android phone. I had to try the same action again. This should be easier for users.,2.0,"Jul 06, 2026",Telugu,Android
FDBK00798,Social Media,DoorDash,The order tracking map stopped updating. On my iphone. I had to try the same action again. This should be easier for users.,3.0,17-10-2025,English,Android
FDBK00799,App Store,Zomato,I did not receive the order confirmation notification. When using mobile data. I had to try the same action again. This should be easier for users.,1.0,2026-06-20,English,Android
FDBK00800,Google Play,Swiggy,Search results are not relevant to what I type. After reopening the app. I had to try the same action again. This should be easier for users.,2.0,"Apr 20, 2025",Telugu,Web
FDBK00801,Support Ticket,Zomato,Items disappear from my cart before checkout. During a busy lunch period. I had to try the same action again. This should be easier for users.,1.0,17-05-2026,Telugu,Android
FDBK00802,Survey,Swiggy,Please add dark mode to the app. While using the latest app version. I had to try the same action again. This should be easier for users.,5.0,14/01/2025,Hindi,Android
