feedback_id,customer_id,restaurant_id,restaurant_name,feedback_text,rating,source,created_date,city,language,reviewer_name,state,review_title,visit_type,food_rating,delivery_rating,order_value,order_id,delivery_partner,delivery_time,survey_id,satisfaction_score,recommend_score,food_quality,service_quality,cleanliness,ticket_id,issue_category,priority,status,email_id,subject,request_id,feature_category,feature_title,staff_rating,ambience_rating,post_id,platform,username,engagement,review,Category,Sentiment,Priority
FB100396,CUS0086,RES007,BiryaniBox Pune,"Multiple payment options available including credit cards, debit cards, NetBanking, Paytm, and Amazon Pay. Checkout was effortless and instant OTP verification worked smoothly. Invoice was immediately sent to my registered email and phone number. Great fintech integration! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon. 🤢🤮",5.0,Swiggy,2024-02-18,,Hindi,,,,,,,,ORD100046,BiryaniBox Direct Agent,57 mins,,,,,,,,,,,,,,,,,,,,,,multiple payment options available including credit cards debit cards netbanking paytm and amazon pay checkout was effortless and instant otp verification worked smoothly invoice was immediately sent to my registered email and phone number great fintech integration furthermore the staff hygiene standards and overall brand consistency at biryanibox pune remain commendable across repeat visits we look forward to ordering our next meal here soon 🤢🤮,Food,Positive,Low
FB100397,CUS0087,RES008,BiryaniBox Mumbai,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure!",2.0,Swiggy,2024-02-26,,English,,,,,,,,ORD100047,,,,,,,,,,,,,,,,,,,,,,,,frustrating payment failure on the app money was debited twice from my bank account via upi but the app displayed an order failed screen customer support phone lines were busy and chat bot provided zero assistance it took days of continuous followups to get my hardearned money refunded unreliable payment infrastructure,Service,Negative,High
FB100398,CUS0088,RES001,BiryaniBox Vijayawada,"Extremely poor delivery coordination. The rider assigned to our order got lost in Vijayawada and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",1.0,Swiggy,2024-02-16,,Telugu,,,,,,,,ORD100048,Swiggy Express,56 mins,,,,,,,,,,,,,,,,,,,,,,extremely poor delivery coordination the rider assigned to our order got lost in vijayawada and kept arguing over the phone instead of checking gps directions by the time he reached our location the food was stone cold and unappetizing furthermore the delivery partner was rude when handed payment biryanibox must train their delivery personnel properly,Food,Negative,High
FB100399,CUS0089,RES002,BiryaniBox Guntur,"Failed card transaction error on the POS machine at Guntur branch. The cashier charged my card twice asserting the first attempt failed, but both amounts were deducted from my account. Poor billing handling and unhelpful resolution from branch management. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Swiggy,2024-03-13,,Hindi,,,,,,,,ORD100049,Zomato Valet,24 mins,,,,,,,,,,,,,,,,,,,,,,failed card transaction error on the pos machine at guntur branch the cashier charged my card twice asserting the first attempt failed but both amounts were deducted from my account poor billing handling and unhelpful resolution from branch management furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100400,CUS0090,RES003,BiryaniBox Hyderabad,"Frequent app glitches and login errors! My saved addresses and loyalty points vanished after the latest app update. Customer support chat feature within the app loops endlessly without connecting to an agent. Unusable mobile application! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1.0,Swiggy,2024-05-13,,English,,,,,,,,ORD100050,Swiggy Express,22 mins,,,,,,,,,,,,,,,,,,,,,,frequent app glitches and login errors my saved addresses and loyalty points vanished after the latest app update customer support chat feature within the app loops endlessly without connecting to an agent unusable mobile application furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,High
FB100401,CUS0091,RES004,BiryaniBox Visakhapatnam,"Extremely disappointed with our dinner order from BiryaniBox Visakhapatnam. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Visakhapatnam branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",2.0,Swiggy,2024-03-16,,Telugu,,,,,,,,ORD100051,BiryaniBox Direct Agent,40 mins,,,,,,,,,,,,,,,,,,,,,,extremely disappointed with our dinner order from biryanibox visakhapatnam the mutton biryani rice tasted burnt and overcooked while the mutton pieces were tough and rubbery the salan was excessively salty and virtually inedible we expected high standards from the visakhapatnam branch but quality control was completely missing today wasted our money and had to order food elsewhere immediate kitchen quality inspection is required,Food,Negative,High
FB100402,CUS0092,RES005,BiryaniBox Bengaluru,"The BiryaniBox app is plagued with severe bugs! It crashed three times while selecting delivery address in Bengaluru, resetting my cart contents repeatedly. When I attempted payment, the screen froze on a blank white box. Worst user experience on Android. Please release an urgent bug fix update! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1.0,Swiggy,2024-02-27,,Hindi,,,,,,,,ORD100052,Swiggy Express,45 mins,,,,,,,,,,,,,,,,,,,,,,the biryanibox app is plagued with severe bugs it crashed three times while selecting delivery address in bengaluru resetting my cart contents repeatedly when i attempted payment the screen froze on a blank white box worst user experience on android please release an urgent bug fix update furthermore the staff hygiene standards and overall brand consistency at biryanibox bengaluru remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100403,CUS0093,RES006,BiryaniBox Chennai,"Decent app design. Cart creation and coupon application work fine, though push notifications regarding promotions are a bit too frequent. A setting to customize notification preferences would be appreciated. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Swiggy,2024-07-18,,English,,,,,,,,ORD100053,Swiggy Express,63 mins,,,,,,,,,,,,,,,,,,,,,,decent app design cart creation and coupon application work fine though push notifications regarding promotions are a bit too frequent a setting to customize notification preferences would be appreciated furthermore the staff hygiene standards and overall brand consistency at biryanibox chennai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Medium
FB100404,CUS0094,RES007,BiryaniBox Pune,"Unacceptable delivery delay from BiryaniBox Pune! The order arrived 50 minutes late, taking over an hour and fifteen minutes in total. The delivery agent refused to answer phone calls while we waited anxiously. When the parcel finally arrived, the biryani was completely cold and the paper bag was soaked in spilled curry. Terrible delivery service that ruined our evening plans in Pune.",2.0,Swiggy,2024-03-14,,Telugu,,,,,,,,ORD100054,Swiggy Express,61 mins,,,,,,,,,,,,,,,,,,,,,,unacceptable delivery delay from biryanibox pune the order arrived minutes late taking over an hour and fifteen minutes in total the delivery agent refused to answer phone calls while we waited anxiously when the parcel finally arrived the biryani was completely cold and the paper bag was soaked in spilled curry terrible delivery service that ruined our evening plans in pune,Delivery,Negative,High
FB100405,CUS0095,RES008,BiryaniBox Mumbai,"The management at the Mumbai branch showed complete apathy when we pointed out a wrong item on our bill. Instead of rectifying the billing error politely, the cashier argued loudly. Shocking lack of basic hospitality training at BiryaniBox Mumbai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Swiggy,2024-04-24,,Hindi,,,,,,,,ORD100055,Zomato Valet,51 mins,,,,,,,,,,,,,,,,,,,,,,the management at the mumbai branch showed complete apathy when we pointed out a wrong item on our bill instead of rectifying the billing error politely the cashier argued loudly shocking lack of basic hospitality training at biryanibox mumbai furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100406,CUS0096,RES001,BiryaniBox Vijayawada,"Multiple payment options available including credit cards, debit cards, NetBanking, Paytm, and Amazon Pay. Checkout was effortless and instant OTP verification worked smoothly. Invoice was immediately sent to my registered email and phone number. Great fintech integration! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",5.0,Swiggy,2024-02-28,,English,,,,,,,,ORD100056,BiryaniBox Direct Agent,47 mins,,,,,,,,,,,,,,,,,,,,,,multiple payment options available including credit cards debit cards netbanking paytm and amazon pay checkout was effortless and instant otp verification worked smoothly invoice was immediately sent to my registered email and phone number great fintech integration furthermore the staff hygiene standards and overall brand consistency at biryanibox vijayawada remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100407,CUS0097,RES002,BiryaniBox Guntur,"Hidden charges and inflated prices ruined our ordering experience. The app displayed a lower price initially, but added excessive surge charges, packaging fees, and delivery markups at checkout. Not worth the steep cost for average tasting biryani. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",,Swiggy,2024-05-23,,Telugu,,,,,,,,ORD100057,BiryaniBox Direct Agent,60 mins,,,,,,,,,,,,,,,,,,,,,,hidden charges and inflated prices ruined our ordering experience the app displayed a lower price initially but added excessive surge charges packaging fees and delivery markups at checkout not worth the steep cost for average tasting biryani furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100408,CUS0098,RES003,BiryaniBox Hyderabad,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Swiggy,22-Jun-2024,,Hindi,,,,,,,,ORD100058,Swiggy Express,60 mins,,,,,,,,,,,,,,,,,,,,,,no cutlery or napkins were included despite ticking the request box in the app the curry container was cracked on one side allowing oil to seep through the paper bag onto my car seat during pickup careless packaging management that reflects poor attention to detail at biryanibox hyderabad furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100409,CUS0099,RES004,BiryaniBox Visakhapatnam,"Excellent queue management system using SMS notifications. We were given a token number and received an automated text when our table was ready in 8 minutes. Organized and hassle-free waiting experience at the Visakhapatnam location. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",4.0,Swiggy,2024-05-27,,English,,,,,,,,ORD100059,Uber Eats Delivery,42 mins,,,,,,,,,,,,,,,,,,,,,,excellent queue management system using sms notifications we were given a token number and received an automated text when our table was ready in minutes organized and hasslefree waiting experience at the visakhapatnam location furthermore the staff hygiene standards and overall brand consistency at biryanibox visakhapatnam remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100410,CUS0100,RES005,BiryaniBox Bengaluru,"The new BiryaniBox mobile application is brilliant! Clean, modern UI with smooth category navigation and quick customization sliders for spice levels and extra salan. The live GPS rider tracking feature works with pinpoint accuracy. Ordering biryani in Bengaluru has never been easier or faster. Kudos to the tech development team!",5.0,Swiggy,2024-04-26,,Telugu,,,,,,,,ORD100060,Zomato Valet,53 mins,,,,,,,,,,,,,,,,,,,,,,the new biryanibox mobile application is brilliant clean modern ui with smooth category navigation and quick customization sliders for spice levels and extra salan the live gps rider tracking feature works with pinpoint accuracy ordering biryani in bengaluru has never been easier or faster kudos to the tech development team,Food,Positive,Low
FB100411,CUS0101,RES006,BiryaniBox Chennai,"The management at the Chennai branch showed complete apathy when we pointed out a wrong item on our bill. Instead of rectifying the billing error politely, the cashier argued loudly. Shocking lack of basic hospitality training at BiryaniBox Chennai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1.0,Swiggy,2024-01-21,,Hindi,,,,,,,,ORD100061,Swiggy Express,31 mins,,,,,,,,,,,,,,,,,,,,,,the management at the chennai branch showed complete apathy when we pointed out a wrong item on our bill instead of rectifying the billing error politely the cashier argued loudly shocking lack of basic hospitality training at biryanibox chennai furthermore the staff hygiene standards and overall brand consistency at biryanibox chennai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100412,CUS0102,RES007,BiryaniBox Pune,"The packaging quality from BiryaniBox Pune is top-class! They use sturdy, eco-friendly tin containers with tamper-evident seals that lock in the heat and aroma effectively. The salan and raita were sealed in thick spill-proof pouches, preventing any messy leaks inside the outer paper bag. Unboxing felt premium and hygienic. Very impressed with the attention to packaging detail in Pune.",5.0,Swiggy,2024-06-30,,English,,,,,,,,ORD100062,Swiggy Express,30 mins,,,,,,,,,,,,,,,,,,,,,,the packaging quality from biryanibox pune is topclass they use sturdy ecofriendly tin containers with tamperevident seals that lock in the heat and aroma effectively the salan and raita were sealed in thick spillproof pouches preventing any messy leaks inside the outer paper bag unboxing felt premium and hygienic very impressed with the attention to packaging detail in pune,Food,Positive,Low
FB100413,CUS0103,RES008,BiryaniBox Mumbai,"The chiken Dum biryanii delivered today from biryaniiBox Mumbai was dripping in excess oil, making the bottom layer of rice completely soggy. The spices tasted raw and unblended, causing severe stomach discomfort later in the evening. Quality has visibly declined at the Mumbai branch over recent months. I cannot recommend this place until strict quality standards are restored.",1.0,Swiggy,2024-04-30,,Telugu,,,,,,,,ORD100063,Zomato Valet,64 mins,,,,,,,,,,,,,,,,,,,,,,the chiken dum biryanii delivered today from biryaniibox mumbai was dripping in excess oil making the bottom layer of rice completely soggy the spices tasted raw and unblended causing severe stomach discomfort later in the evening quality has visibly declined at the mumbai branch over recent months i cannot recommend this place until strict quality standards are restored,Food,Negative,High
FB100414,CUS0104,RES001,BiryaniBox Vijayawada,"We ordered the Hyderabadi Chicken Dum Biryani and Special Boneless Starter from the Vijayawada branch for a weekend family gathering. The aromatic basmati rice was cooked to perfection with rich ghee, cardamom, and authentic spices that elevated every bite. The chicken pieces were remarkably juicy and tender throughout. The mirchi ka salan and refreshing curd raita complemented the main dish beautifully. Portion size was very generous, easily satisfying our entire group. We will definitely order again soon.",5.0,Swiggy,2024-01-05,,Hindi,,,,,,,,ORD100064,Zomato Valet,55 mins,,,,,,,,,,,,,,,,,,,,,,we ordered the hyderabadi chicken dum biryani and special boneless starter from the vijayawada branch for a weekend family gathering the aromatic basmati rice was cooked to perfection with rich ghee cardamom and authentic spices that elevated every bite the chicken pieces were remarkably juicy and tender throughout the mirchi ka salan and refreshing curd raita complemented the main dish beautifully portion size was very generous easily satisfying our entire group we will definitely order again soon,Food,Positive,High
FB100415,CUS0105,RES002,BiryaniBox Guntur,"Excellent queue management system using SMS notifications. We were given a token number and received an automated text when our table was ready in 8 minutes. Organized and hassle-free waiting experience at the Guntur location. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Swiggy,19/03/2024,,English,,,,,,,,ORD100065,Zomato Valet,53 mins,,,,,,,,,,,,,,,,,,,,,,excellent queue management system using sms notifications we were given a token number and received an automated text when our table was ready in minutes organized and hasslefree waiting experience at the guntur location furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100416,CUS0106,RES003,BiryaniBox Hyderabad,"The staff at BiryaniBox Hyderabad was professional but seemed overwhelmed by the weekend crowd in Hyderabad. Service was somewhat formal and hurried, though our table requests were eventually fulfilled. Standard hospitality overall, but hiring additional servers during peak hours would help ease staff stress. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Swiggy,2024-07-06,,Telugu,,,,,,,,ORD100066,Zomato Valet,44 mins,,,,,,,,,,,,,,,,,,,,,,the staff at biryanibox hyderabad was professional but seemed overwhelmed by the weekend crowd in hyderabad service was somewhat formal and hurried though our table requests were eventually fulfilled standard hospitality overall but hiring additional servers during peak hours would help ease staff stress furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,High
FB100417,CUS0107,RES004,BiryaniBox Visakhapatnam,"Zero wating time on a busy Friday night at biryaniiBox Visakhapatnam! We were seated immediately upon arrival, and our order of Special Mutton biryanii was served piping hot within 10 minutes. The kitchen operates with incredible speed and efficiency in Visakhapatnam. Outstanding table turnover and kitchen management! Furthermore, the staff hygiene standards and overall brand consistency at biryaniiBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",4.0,Swiggy,2024-03-25,,Hindi,,,,,,,,ORD100067,Zomato Valet,33 mins,,,,,,,,,,,,,,,,,,,,,,zero wating time on a busy friday night at biryaniibox visakhapatnam we were seated immediately upon arrival and our order of special mutton biryanii was served piping hot within minutes the kitchen operates with incredible speed and efficiency in visakhapatnam outstanding table turnover and kitchen management furthermore the staff hygiene standards and overall brand consistency at biryaniibox visakhapatnam remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100418,CUS0108,RES005,BiryaniBox Bengaluru,"Very reasonable pricing considering the premium basmati rice, high quality ingredients, and generous portion sizes. The executive lunch box is priced perfectly for working professionals in Bengaluru. Great combo offers and loyalty reward discounts make dining at BiryaniBox Bengaluru worth every single rupee spent. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",4.0,Swiggy,2024-06-25,,English,,,,,,,,ORD100068,Uber Eats Delivery,58 mins,,,,,,,,,,,,,,,,,,,,,,very reasonable pricing considering the premium basmati rice high quality ingredients and generous portion sizes the executive lunch box is priced perfectly for working professionals in bengaluru great combo offers and loyalty reward discounts make dining at biryanibox bengaluru worth every single rupee spent furthermore the staff hygiene standards and overall brand consistency at biryanibox bengaluru remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100419,CUS0109,RES006,BiryaniBox Chennai,"Stood outside in the heat for over 45 minutes despite pre-booking a table online! When we finally got seated, the kitchen took another 35 minutes to bring out two basic chicken biryanis. Unacceptable operational delays that test customer patience. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1.0,Swiggy,2024-07-23,,Telugu,,,,,,,,ORD100069,Swiggy Express,58 mins,,,,,,,,,,,,,,,,,,,,,,stood outside in the heat for over minutes despite prebooking a table online when we finally got seated the kitchen took another minutes to bring out two basic chicken biryanis unacceptable operational delays that test customer patience furthermore the staff hygiene standards and overall brand consistency at biryanibox chennai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100420,CUS0110,RES007,BiryaniBox Pune,"Very poor packaging quality. The delivery bag arrived torn at the bottom due to grease leakage from unsealed biryani containers. The food was lukewarm and unhygienic because the lid had popped open during transport. Unacceptable quality standards for a reputed brand like BiryaniBox in Pune. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",,Swiggy,2024-05-08,,Hindi,,,,,,,,ORD100070,BiryaniBox Direct Agent,58 mins,,,,,,,,,,,,,,,,,,,,,,very poor packaging quality the delivery bag arrived torn at the bottom due to grease leakage from unsealed biryani containers the food was lukewarm and unhygienic because the lid had popped open during transport unacceptable quality standards for a reputed brand like biryanibox in pune furthermore the staff hygiene standards and overall brand consistency at biryanibox pune remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100421,,RES008,BiryaniBox Mumbai,"Top marks for packaging! The food arrived piping hot thanks to the insulated container design used by BiryaniBox Mumbai. Even during a long transit across Mumbai, there was zero leakage of gravy or oil. Cutlery, napkins, and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag. Thoughtful packaging that enhances the overall meal experience.",5.0,Swiggy,2024-02-09,,English,,,,,,,,ORD100071,Uber Eats Delivery,63 mins,,,,,,,,,,,,,,,,,,,,,,top marks for packaging the food arrived piping hot thanks to the insulated container design used by biryanibox mumbai even during a long transit across mumbai there was zero leakage of gravy or oil cutlery napkins and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag thoughtful packaging that enhances the overall meal experience,Food,Positive,High
FB100422,CUS0112,RES001,BiryaniBox Vijayawada,"Hidden charges and inflated prices ruined our ordering experience. The app displayed a lower price initially, but added excessive surge charges, packaging fees, and delivery markups at checkout. Not worth the steep cost for average tasting biryani. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Swiggy,2024-06-26,,Telugu,,,,,,,,ORD100072,Swiggy Express,44 mins,,,,,,,,,,,,,,,,,,,,,,hidden charges and inflated prices ruined our ordering experience the app displayed a lower price initially but added excessive surge charges packaging fees and delivery markups at checkout not worth the steep cost for average tasting biryani furthermore the staff hygiene standards and overall brand consistency at biryanibox vijayawada remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100423,CUS0113,RES002,BiryaniBox Guntur,"Zero waiting time on a busy Friday night at BiryaniBox Guntur! We were seated immediately upon arrival, and our order of Special Mutton Biryani was served piping hot within 10 minutes. The kitchen operates with incredible speed and efficiency in Guntur. Outstanding table turnover and kitchen management! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",4.0,Swiggy,2024-04-24,,Hindi,,,,,,,,ORD100073,BiryaniBox Direct Agent,48 mins,,,,,,,,,,,,,,,,,,,,,,zero waiting time on a busy friday night at biryanibox guntur we were seated immediately upon arrival and our order of special mutton biryani was served piping hot within minutes the kitchen operates with incredible speed and efficiency in guntur outstanding table turnover and kitchen management furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100424,CUS0114,RES003,BiryaniBox Hyderabad,"The BiryaniBox app is plagued with severe bugs! It crashed three times while selecting delivery address in Hyderabad, resetting my cart contents repeatedly. When I attempted payment, the screen froze on a blank white box. Worst user experience on Android. Please release an urgent bug fix update! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1.0,Swiggy,23-Jan-2024,,English,,,,,,,,ORD100074,BiryaniBox Direct Agent,50 mins,,,,,,,,,,,,,,,,,,,,,,the biryanibox app is plagued with severe bugs it crashed three times while selecting delivery address in hyderabad resetting my cart contents repeatedly when i attempted payment the screen froze on a blank white box worst user experience on android please release an urgent bug fix update furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100425,CUS0115,RES004,BiryaniBox Visakhapatnam,"Order placed during peak Sunday lunch hour was delivered in under 30 minutes by the BiryaniBox Visakhapatnam team. Real-time GPS tracking on the mobile app was pinpoint accurate. The driver handled the parcel with care, ensuring the salan pouches and raita cups remained intact without leaking. Kudos to the logistics team for managing rush hour so efficiently.",4.0,Swiggy,2024-05-14,,Telugu,,,,,,,,ORD100075,BiryaniBox Direct Agent,23 mins,,,,,,,,,,,,,,,,,,,,,,order placed during peak sunday lunch hour was delivered in under minutes by the biryanibox visakhapatnam team realtime gps tracking on the mobile app was pinpoint accurate the driver handled the parcel with care ensuring the salan pouches and raita cups remained intact without leaking kudos to the logistics team for managing rush hour so efficiently,Delivery,Positive,Low
FB100426,CUS0116,RES005,BiryaniBox Bengaluru,"Order preparation took about 20 minutes after seating. The staff informed us in advance about the preparation time for fresh handi biryani. While a bit slow, the hot food made the wait passable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Swiggy,2024-04-25,,Hindi,,,,,,,,ORD100076,Swiggy Express,41 mins,,,,,,,,,,,,,,,,,,,,,,order preparation took about minutes after seating the staff informed us in advance about the preparation time for fresh handi biryani while a bit slow the hot food made the wait passable furthermore the staff hygiene standards and overall brand consistency at biryanibox bengaluru remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Medium
FB100427,CUS0117,RES006,BiryaniBox Chennai,"Kudos to the polite and efficient staff at the Chennai outlet! From the valet parking attendant to the floor manager, everyone greeted us with warm smiles. When our order was delayed by 5 minutes, the manager apologized humbly and offered a complimentary Double Ka Meetha dessert. Exemplary customer care! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",5.0,Swiggy,2024-07-09,,English,,,,,,,,ORD100077,Swiggy Express,47 mins,,,,,,,,,,,,,,,,,,,,,,kudos to the polite and efficient staff at the chennai outlet from the valet parking attendant to the floor manager everyone greeted us with warm smiles when our order was delayed by minutes the manager apologized humbly and offered a complimentary double ka meetha dessert exemplary customer care furthermore the staff hygiene standards and overall brand consistency at biryanibox chennai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,High
FB100428,CUS0118,RES007,BiryaniBox Pune,"Top marks for packaging! The food arrived piping hot thanks to the insulated container design used by BiryaniBox Pune. Even during a long transit across Pune, there was zero leakage of gravy or oil. Cutlery, napkins, and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag. Thoughtful packaging that enhances the overall meal experience. ⭐⭐⭐⭐⭐",5.0,Swiggy,2024-01-27,,Telugu,,,,,,,,ORD100078,Zomato Valet,24 mins,,,,,,,,,,,,,,,,,,,,,,top marks for packaging the food arrived piping hot thanks to the insulated container design used by biryanibox pune even during a long transit across pune there was zero leakage of gravy or oil cutlery napkins and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag thoughtful packaging that enhances the overall meal experience ⭐⭐⭐⭐⭐,Food,Positive,High
FB100429,CUS0119,RES008,BiryaniBox Mumbai,"We ordered the Hyderabadi Chicken Dum Biryani and Special Boneless Starter from the Mumbai branch for a weekend family gathering. The aromatic basmati rice was cooked to perfection with rich ghee, cardamom, and authentic spices that elevated every bite. The chicken pieces were remarkably juicy and tender throughout. The mirchi ka salan and refreshing curd raita complemented the main dish beautifully. Portion size was very generous, easily satisfying our entire group. We will definitely order again soon.",4.0,Swiggy,2024-02-24,,Hindi,,,,,,,,ORD100079,Uber Eats Delivery,46 mins,,,,,,,,,,,,,,,,,,,,,,we ordered the hyderabadi chicken dum biryani and special boneless starter from the mumbai branch for a weekend family gathering the aromatic basmati rice was cooked to perfection with rich ghee cardamom and authentic spices that elevated every bite the chicken pieces were remarkably juicy and tender throughout the mirchi ka salan and refreshing curd raita complemented the main dish beautifully portion size was very generous easily satisfying our entire group we will definitely order again soon,Food,Positive,High
FB100430,CUS0120,RES001,BiryaniBox Vijayawada,"Had an incredible dine-in experience at BiryaniBox Vijayawada! The waitstaff was exceptionally polite, welcoming, and attentive to our family's needs throughout dinner. The restaurant captain patiently guided us through the menu options and customized the spice level for our children. Service was prompt, hygienic, and courteous. Outstanding hospitality that sets a benchmark in Vijayawada.",4.0,Swiggy,2024-03-13,,English,,,,,,,,ORD100080,BiryaniBox Direct Agent,63 mins,,,,,,,,,,,,,,,,,,,,,,had an incredible dinein experience at biryanibox vijayawada the waitstaff was exceptionally polite welcoming and attentive to our familys needs throughout dinner the restaurant captain patiently guided us through the menu options and customized the spice level for our children service was prompt hygienic and courteous outstanding hospitality that sets a benchmark in vijayawada,Food,Positive,Low
