feedback_id,customer_id,restaurant_id,restaurant_name,city,rating,food_rating,delivery_rating,feedback_text,order_value,created_date,source,language
FB100329,CUS0149,RES006,BiryaniBox Chennai,Chennai,2,2,3,"Extremely poor value for money. The portion size delivered today was barely enough for one person despite paying for a 'Special Jumbo' pack. High prices combined with mediocre food quality make BiryaniBox Chennai uncompetitive compared to other top biryani spots in Chennai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon. 😍🍚❤️",1213,2024-04-15,Zomato,Hindi
FB100330,CUS0150,RES007,BiryaniBox Pune,Pune,1,1,1,"Very poor packaging quality. The delivery bag arrived torn at the bottom due to grease leakage from unsealed biryani containers. The food was lukewarm and unhygienic because the lid had popped open during transport. Unacceptable quality standards for a reputed brand like BiryaniBox in Pune. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1411,2024-03-29,Zomato,English
FB100331,CUS0151,RES008,BiryaniBox Mumbai,Mumbai,3,2,3,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Mumbai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",943,2024-06-05,Zomato,Telugu
FB100332,CUS0152,RES001,BiryaniBox Vijayawada,Vijayawada,2,1,2,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Vijayawada. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",412,2024-01-09,Zomato,Hindi
FB100333,CUS0153,RES002,BiryaniBox Guntur,Guntur,3,3,2,"Decent app design. Cart creation and coupon application work fine, though push notifications regarding promotions are a bit too frequent. A setting to customize notification preferences would be appreciated. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",685,2024-06-18,Zomato,English
FB100334,CUS0154,RES003,BiryaniBox Hyderabad,Hyderabad,2,1,2,"LOCATION GPS AUTO-DETECT PLACES THE DELIVERY PIN MILES AWAY FROM MY ACTUAL RESIDENCE IN HYDERABAD, LEADING TO WRONG ADDRESS ASSIGNMENTS AND CANCELED ORDERS. TERRIBLE GPS MAPPING INTEGRATION THAT FRUSTRATES CUSTOMERS. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX HYDERABAD REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",1055,2024-07-05,Zomato,Telugu
FB100335,CUS0155,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,4,5,5,"   Multiple  payment  options  available  including  credit  cards,  debit  cards,  NetBanking,  Paytm,  and  Amazon  Pay.  Checkout  was  effortless  and  instant  OTP  verification  worked  smoothly.  Invoice  was  immediately  sent  to  my  registered  email  and  phone  number.  Great  fintech  integration!  Furthermore,  the  staff  hygiene  standards  and  overall  brand  consistency  at  BiryaniBox  Visakhapatnam  remain  commendable  across  repeat  visits.  We  look  forward  to  ordering  our  next  meal  here  soon.   ",1197,2024-01-14,Zomato,Hindi
FB100336,CUS0156,RES005,BiryaniBox Bengaluru,Bengaluru,1,1,1,"Order tracking on the app showed 'Delivered' 20 minutes before the rider actually arrived at our house! When we contacted support, we received automated unhelpful responses. The delayed delivery resulted in soggy starters and cold biryani. Highly frustrating logistics management that makes us hesitant to order again. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",838,2024-01-11,Zomato,English
FB100337,CUS0157,RES006,BiryaniBox Chennai,Chennai,4,4,4,"Visited BiryaniBox Chennai with colleagues for lunch and ordered the Mutton Fry Piece Biryani along with Apollo Fish. The meat was tender, falling off the bone effortlesly, and the ghee flavor in the rice was rich without feeling excessively heavy. The spices were perfectly balanced, satisfying everyone at our table. The starters were served piping hot with fresh onion rings and lemon wedges. Excellent culinary quality and great value for money in the Chennai dining scene.",1438,2024-07-05,Zomato,Telugu
FB100338,CUS0158,RES007,BiryaniBox Pune,Pune,4,5,3,"   Fantastic  delivery  experience  for  our  late-night  biryani  cravings!  The  rider  located  our  residence  in  Pune  effortlessly  without  calling  multiple  times  for  directions.  The  tin  containers  retained  heat  exceptionally  well,  ensuring  the  biryani  and  starter  were  steaming  fresh  when  opened.  Prompt,  professional,  and  reliable  service  that  makes  ordering  online  a  total  pleasure.   ",1319,2024-01-02,Zomato,Hindi
FB100339,CUS0159,RES008,BiryaniBox Mumbai,Mumbai,4,3,3,"Affordable and satisfying meals for student groups and families alike. The portion size of the Special Dum Biryani is huge compared to competing restaurants in Mumbai. Combined with seasonal discounts and cashbacks, BiryaniBox offers the best value biryani in town. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1048,2024-02-04,Zomato,English
FB100340,CUS0160,RES001,BiryaniBox Vijayawada,Vijayawada,1,2,1,"Stood outside in the heat for over 45 minutes despite pre-booking a table online! When we finally got seated, the kitchen took another 35 minutes to bring out two basic chicken biryanis. Unacceptable operational delays that test customer patience. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1350,2024-02-16,Zomato,Telugu
FB100341,CUS0161,RES002,BiryaniBox Guntur,Guntur,1,2,2,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Guntur. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",534,2024-02-09,Zomato,Hindi
FB100342,CUS0162,RES003,BiryaniBox Hyderabad,Hyderabad,3,4,2,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Hyderabad customers.",373,2024-05-28,Zomato,English
FB100343,CUS0163,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,5,4,5,"Exceptional value for money at BiryaniBox Visakhapatnam! The family biryani combo easily fed four adults with generous portions of juicy chicken, fragrant rice, two starters, and desserts. Applying the promotional coupon on the app gave us a flat 20% discount, making the meal amazingly affordable. Outstanding price-to-quality ratio in Visakhapatnam. Highly recommended!",538,2024-05-27,Zomato,Telugu
FB100344,CUS0164,RES005,BiryaniBox Bengaluru,Bengaluru,2,3,1,"   Exorbitant  waiting  time  exceeding  50  minutes  at  BiryaniBox  Bengaluru!  Staff  kept  repeatedly  assuring  us  'just  5  more  minutes'  without  tracking  the  actual  queue.  People  who  arrived  after  us  were  seated  earlier  due  to  favoritism.  Terribly  mismanaged  crowd  handling  that  ruined  our  Sunday  evening  in  Bengaluru.  Furthermore,  the  staff  hygiene  standards  and  overall  brand  consistency  at  BiryaniBox  Bengaluru  remain  commendable  across  repeat  visits.  We  look  forward  to  ordering  our  next  meal  here  soon.   ",363,2024-05-26,Zomato,Hindi
FB100345,CUS0165,RES006,BiryaniBox Chennai,Chennai,2,2,3,"The BiryaniBox app is plagued with severe bugs! It crashed three times while selecting delivery address in Chennai, resetting my cart contents repeatedly. When I attempted payment, the screen froze on a blank white box. Worst user experience on Android. Please release an urgent bug fix update! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1393,2024-01-29,Zomato,English
FB100346,CUS0166,RES007,BiryaniBox Pune,Pune,1,1,2,OVERPRICED AND DISAPPOINTING! PRICES AT BIRYANIBOX PUNE HAVE INCREASED BY OVER 20% RECENTLY WHILE PORTION SIZES HAVE VISIBLY SHRUNK. CHARGING 450 INR FOR A SINGLE BIRYANI WITH JUST TWO SMALL CHICKEN PIECES IS COMPLETELY UNREASONABLE. ADDING PLATFORM FEES AND PACKAGING CHARGES MAKES IT AN EXORBITANT WASTE OF MONEY IN PUNE.,1148,10-Jun-2024,Zomato,Telugu
FB100347,CUS0167,RES008,BiryaniBox Mumbai,Mumbai,5,4,5,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Mumbai customers.",452,2024-05-14,Zomato,Hindi
FB100348,CUS0168,RES001,BiryaniBox Vijayawada,Vijayawada,2,2,3,"Extremely disappointed with our dinner order from BiryaniBox Vijayawada. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Vijayawada branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",1533,2024-02-28,Zomato,English
FB100349,CUS0169,RES002,BiryaniBox Guntur,Guntur,5,5,5,"ViSiTeD BiRyAnIbOx gUnTuR WiTh cOlLeAgUeS FoR LuNcH AnD OrDeReD ThE MuTtOn fRy pIeCe bIrYaNi aLoNg wItH ApOlLo fIsH. tHe mEaT WaS TeNdEr, FaLlInG OfF ThE BoNe eFfOrTlEsLy, AnD ThE GhEe fLaVoR In tHe rIcE WaS RiCh wItHoUt fEeLiNg eXcEsSiVeLy hEaVy. ThE SpIcEs wErE PeRfEcTlY BaLaNcEd, SaTiSfYiNg eVeRyOnE At oUr tAbLe. ThE StArTeRs wErE SeRvEd pIpInG HoT WiTh fReSh oNiOn rInGs aNd lEmOn wEdGeS. eXcElLeNt cUlInArY QuAlItY AnD GrEaT VaLuE FoR MoNeY In tHe gUnTuR DiNiNg sCeNe.",526,2024-01-30,Zomato,Telugu
FB100350,CUS0170,RES003,BiryaniBox Hyderabad,Hyderabad,3,4,2,"Satisfactory packaging. The biryani container was well sealed, though the gravy pouch felt a bit flimsy. Thankfully it did not burst during delivery. Reusable plastic boxes are convenient, though more sustainable packaging materials should be considered. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",585,2024-04-03,Zomato,Hindi
FB100201,CUS0021,RES006,BiryaniBox Chennai,Chennai,1,2,1,"Extremely disappointed with our dinner order from BiryaniBox Chennai. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Chennai branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required. 🤢🤮👎",1329,2024-03-14,Zomato,English
FB100347,CUS0167,RES008,BiryaniBox Mumbai,Mumbai,5,4,5,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Mumbai customers.",452,2024-05-14,Zomato,Hindi
FB100283,CUS0103,RES008,BiryaniBox Mumbai,Mumbai,4,3,4,"Exceptional value for money at BiryaniBox Mumbai! The family biryani combo easily fed four adults with generous portions of juicy chicken, fragrant rice, two starters, and desserts. Applying the promotional coupon on the app gave us a flat 20% discount, making the meal amazingly affordable. Outstanding price-to-quality ratio in Mumbai. Highly recommended!",757,2024-04-19,Zomato,Telugu
FB100217,CUS0037,RES006,BiryaniBox Chennai,Chennai,4,3,4,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Chennai customers.",753,2024-01-28,Zomato,Telugu
FB100323,CUS0143,RES008,BiryaniBox Mumbai,Mumbai,5,5,5,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Mumbai effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure. www.swiggy.com/review/98214",828,2024-04-30,Zomato,Hindi
FB100217,CUS0037,RES006,BiryaniBox Chennai,Chennai,4,3,4,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Chennai customers. (Follow up note: Customer re-confirmed feedback via call)",753,2024-01-28,Zomato,Telugu
FB100350,CUS0170,RES003,BiryaniBox Hyderabad,Hyderabad,3,4,2,"Satisfactory packaging. The biryani container was well sealed, though the gravy pouch felt a bit flimsy. Thankfully it did not burst during delivery. Reusable plastic boxes are convenient, though more sustainable packaging materials should be considered. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon. (Follow up note: Customer re-confirmed feedback via call)",585,2024-04-03,Zomato,Hindi
FB100291,CUS0111,RES008,BiryaniBox Mumbai,Mumbai,3,3,3,"The Chicken Dum Biryani delivered today from BiryaniBox Mumbai was dripping in excess oil, making the bottom layer of rice completely soggy. The spices tasted raw and unblended, causing severe stomach discomfort later in the evening. Quality has visibly declined at the Mumbai branch over recent months. I cannot recommend this place until strict quality standards are restored. (Follow up note: Customer re-confirmed feedback via call)",1504,28-Apr-2024,Zomato,English
